Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Линда,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Детская мебель; Корпусная мебель; Изделия из камня для помещений,"улица Радищева, 55",1 этаж,620102,Юго-Западный м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,4.9,64,89014543262,83432861953,,,,http://fabrika-linda.ru,,,,https://vk.com/mflinda,https://wa.me/79045433954,,,,,,,,,,56.827447,60.581231,https://2gis.com/firm/1267165676840525,branch
Линда,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"Верх-Исетский бульвар, 13",А корпус; 307 офис; 3 этаж,620028,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,47,89505486228,,,,,http://fabrika-linda.ru,,,,https://vk.com/mflinda,https://wa.me/79505486228,,,,,,,,,,56.838183,60.573954,https://2gis.com/firm/1267165676188270,branch
ЛадитТВ,столярная мастерская,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель,"проспект Космонавтов, 11п",,620091,Завокзальный м-н,Железнодорожный район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,1,89043850626,,,,,http://ladittv.ru,,,,,,,,,,,https://t.me/+79043850626,,,,56.867214,60.602853,https://2gis.com/firm/70000001068413903,branch
Лазер-Проф,производственный цех,Мебель на заказ; Противопожарные конструкции; Металлическая мебель,"Вторая улица, 1/1",,624071,,,Среднеуральск,Среднеуральск муниципальный округ,Свердловская область,Россия,"Пн: 09:00-12:00, 13:00-18:00; Вт: 09:00-12:00, 13:00-18:00; Ср: 09:00-12:00, 13:00-18:00; Чт: 09:00-12:00, 13:00-18:00; Пт: 09:00-12:00, 13:00-18:00",+05:00,2.3,3,83433824929 (единый номер: пн-пт 9:00-18:00),,,,,http://laser-prof.ru,http://jivo.chat/SOSwfWljWx,,,https://vk.com/laserprofru,,,,,,,https://t.me/arslaserbot,,,,57.007674,60.482267,https://2gis.com/firm/70000001036952665,branch
Лазурит-купе,цех,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Уральская улица, 66",,623700,,,Березовский,Березовский муниципальный округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительному звонку),+05:00,3.0,1,83432682617,89045438087,,,,,,,,,https://wa.me/79045438087,,,,,,,,,,56.905719,60.785245,https://2gis.com/firm/1267165677111719,branch
Лайм,салон кухни,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица Владимира Высоцкого, 50",2 этаж,620072,ЖБИ м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,4.3,29,83433739999,89122656999,,,,http://кухнилайм.рф,,,,,https://wa.me/79122656999,,,,,,,,,,56.842656,60.698661,https://2gis.com/firm/1267165676177699,branch
Лайткуб,,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Стекло и зеркала; Мебель для салонов красоты,"Новоспасская улица, 11Б/2",,620024,Елизавет м-н,Чкаловский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (по предварительному звонку),+05:00,5.0,8,89089065409,,,,,http://lightcub.ru,,,,https://vk.com/lightcub,,,,,,,,,,,56.73768,60.610363,https://2gis.com/firm/70000001051645040,branch
Ламбер,столярная мастерская,Мебель на заказ; Интерьерные лестницы; Корпусная мебель; Межкомнатные двери,,,624006,,,,Сысертский муниципальный округ,Свердловская область,Россия,"Пн: 09:00-13:00, 14:00-19:00; Вт: 09:00-13:00, 14:00-19:00; Ср: 09:00-13:00, 14:00-19:00; Чт: 09:00-13:00, 14:00-19:00; Пт: 09:00-13:00, 14:00-19:00",+05:00,5.0,1,89126784612,89120486221,,,,http://lamber-co.ru,,,,,https://wa.me/79126784612,https://wa.me/79120486221,,,,,,,,,56.728443,60.767854,https://2gis.com/firm/1267165676761038,branch
Ламель,компания по производству мебели,Мебель на заказ; Корпусная мебель,"улица Толедова, 43Б",2 этаж,620990,Заречный м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,89090171982,,,,,,,,,,https://wa.me/79090171982,,,,,,https://t.me/+79090171982,,,,56.854083,60.546713,https://2gis.com/firm/70000001114285879,branch
Лауд Лаб,компания,Мебель на заказ; Изготовление рекламных конструкций; Световая реклама; Быстровозводимые здания,"улица Ленина, 51",,624013,,,,Сысертский муниципальный округ,Свердловская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,,,89222080827,,,,,,,,,https://vk.com/vyveskiurala_ru,,,,,,,,,,,56.6258,61.018049,https://2gis.com/firm/70000001105261644,branch
Легос,студия мебели,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Мебель из стекла; Мягкая мебель; Стекло и зеркала; Детская мебель,"улица Бажова, 28е",,624090,,,Верхняя Пышма,Верхняя Пышма городской округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 11:00-15:00,+05:00,4.4,15,83436852123,89226106834,,,,http://legosmebel.ru,,,,https://vk.com/legosmebel,,,,,,,,,,,56.970031,60.559817,https://2gis.com/firm/1267165676571024,branch
Леди Стол,магазин столов и стульев,Мебель на заказ; Мебель для кухни; Офисная мебель,"улица Бахчиванджи, 2 лит С4",1 этаж,620025,Кольцово м-н,Октябрьский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,1,89221071709,,,,,,,,,,https://wa.me/79827524311,,,viber://chat/?number=79827524311,,,https://t.me/+79827524311,,,,56.76024,60.803806,https://2gis.com/firm/70000001093464459,branch
Лемонart,студия домашнего уюта,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель; Офисная мебель; Мебельная фурнитура,"Советская улица, 45",,624071,,,Среднеуральск,Среднеуральск муниципальный округ,Свердловская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,3.0,2,89827368083,89126245851,,,,http://hypermarketmebel.ru,,,,,https://wa.me/79827368083,,,,,,,,,,56.991445,60.481482,https://2gis.com/firm/70000001069231859,branch
Любимая кухня,сеть салонов,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Щорса, 96",1 этаж,620144,Автовокзал м-н,Ленинский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.8,884,89220355000,,,shorsa96@love-kitchen.ru,,http://lovekuhnya.ru,,,,https://vk.com/lovelykitchen_ekb,https://wa.me/79292133202,,,,,,https://t.me/lovekitchen_fabrika,,,,56.808309,60.605325,https://2gis.com/firm/70000001026078592,branch
Любимая кухня,сеть салонов,Мебель на заказ; Мебель для кухни; Корпусная мебель; Стекло и зеркала; Офисная мебель; Мебель для ванных комнат,"проспект Космонавтов, 42",1 этаж,620091,Эльмаш м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.7,173,89222942481,,,pobeda@love-kitchen.ru,,http://max.ru/lovelykuhnya,http://lovekuhnya.ru/landing/pobeda,,,https://vk.com/lovelykitchen_ekb,https://wa.me/79292133202,,,,,,https://t.me/lovekitchen_fabrika,,,,56.885859,60.614971,https://2gis.com/firm/70000001025084462,branch
Любимая кухня,сеть салонов,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Восточная улица, 8/2",,623700,,,Березовский,Березовский муниципальный округ,Свердловская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,4.4,18,89221222771,,,brz@lk.com.ru,,http://lovekuhnya.ru,,,,https://vk.com/lovelykitchen_ekb,https://wa.me/79221222771,,,,,,https://t.me/+79221222771,,,,56.908791,60.810383,https://2gis.com/firm/70000001021314278,branch
Любимая кухня,сеть салонов,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Бахчиванджи, 2 лит С5",С5 павильон; 1 этаж,620025,Кольцово м-н,Октябрьский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,4.8,263,89226145000,,,doker@love-kitchen.ru,,http://любимая-кухня.рф,,,,,https://wa.me/79292133202,,,,,,https://t.me/lovekitchen_fabrika,,,,56.760533,60.804758,https://2gis.com/firm/70000001019014990,branch
Любимая кухня,сеть салонов,Мебель на заказ; Мебель для кухни; Корпусная мебель,"проспект Академика Сахарова, 57",3 офис; 1 этаж,620105,,Академический район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.8,369,83432890272 (доп.1),,,akadem@love-kitchen.ru,,http://lovekuhnya.ru,,,,https://vk.com/lovelykitchen_ekb,https://wa.me/79292133202,,,,,,https://t.me/lovekitchen_fabrika,,,,56.786894,60.512022,https://2gis.com/firm/70000001018564994,branch
Любимая кухня,сеть салонов,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Верх-Исетский бульвар, 13",А корпус; 102 офис; 1 этаж,620028,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.6,427,83433288900,89220250111,89660340681,lk-viz1@love-kitchen.ru,,http://любимая-кухня.рф,,,,https://vk.com/lovelykitchen_ekb,https://wa.me/79221700018,https://wa.me/79220341825,https://wa.me/79226071967,,,,https://t.me/lovekitchen_fabrika,,,,56.838019,60.574544,https://2gis.com/firm/1267165677241652,branch
Любимая кухня,сеть салонов,Мебель на заказ; Мебель для кухни; Корпусная мебель,"40-летия Комсомола, 38н",Б корпус; 1 этаж,620072,ЖБИ м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.7,347,89221435000,,,lk-gulliver@love-kitchen.ru,,http://lovekuhnya.ru,,,,https://vk.com/lovelykitchen_ekb,https://wa.me/79292133202,,,,,,https://t.me/lovekitchen_fabrika,,,,56.823951,60.705809,https://2gis.com/firm/1267165677190051,branch
Любимая кухня,сеть салонов,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Малышева, 150",1 этаж,620078,Втузгородок м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.7,1274,83433280717,88002220801,89226071967,lk-malysheva@love-kitchen.ru,,http://любимая-кухня.рф,,,,https://vk.com/lovelykitchen_ekb,https://wa.me/79220341825,,,,,,https://t.me/lovekitchen_fabrika,,,,56.841124,60.661427,https://2gis.com/firm/1267165677190050,branch
Любимая кухня,фабрика по изготовлению мебели на заказ,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Верх-Исетский бульвар, 13в",В корпус; 3 этаж,620028,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,4.6,83,83433190192,89519614200,,,,http://lovekuhnya.ru,http://hanty-mansiysk.lovekuhnya.ru/landing/hm,http://lovekuhnya.online/,,,https://wa.me/79222340860,https://wa.me/79519614200,,,,,https://t.me/loveKitchen_online_bot,https://t.me/lovekitchen_fabrika,,,56.837705,60.574038,https://2gis.com/firm/70000001060430170,branch
Люксфронт,,Мебель на заказ; Мебель для кухни,"Промышленная улица, 2/3",,624262,,,Асбест,Асбестовский муниципальный округ,Свердловская область,Россия,"Пн: 08:00-12:00, 13:00-17:00; Вт: 08:00-12:00, 13:00-17:00; Ср: 08:00-12:00, 13:00-17:00; Чт: 08:00-12:00, 13:00-17:00; Пт: 08:00-12:00, 13:00-17:00",+05:00,,,89222157881,,,,,http://taplink.cc/luxfront.ru,http://luxfront.ru,,,,https://wa.me/79222157881,,,,,,,,,,56.976733,61.473111,https://2gis.com/firm/70000001042086851,branch
М.Арт,,Мебель на заказ; Офисная мебель; Мебель для кухни; Мебельные фасады; Мебель для ванных комнат; Фрезеровка неметаллов; Мебель для салонов красоты; Мебель для учебных учреждений; Мебель для общественного питания; Садово-парковая мебель; Детская мебель; Ремонт мебели,"улица Луначарского, 16",2 этаж; въезд №1,624006,,,,Сысертский муниципальный округ,Свердловская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+05:00,5.0,3,83432069559,,,,,http://mart96.ru,http://jivo.chat/SkOvs4wCc4,,,https://vk.com/wood.mart,https://wa.me/79502029598,,,,,,,,,,56.727066,60.749672,https://2gis.com/firm/70000001060553168,branch
Магазин,ИП Антонова Е.А.,Мебель на заказ; Мебельные магазины; Корпусная мебель; Офисная мебель,"Верх-Исетский бульвар, 13",А корпус; 303 офис; 3 этаж,620028,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,2.4,3,89089078665,89089078655,,,,http://td-komandor.ru,,,,,https://wa.me/79089078655,,,,,,,,,,56.838119,60.574187,https://2gis.com/firm/1267165676579820,branch
Мария,кухонная студия,Мебель на заказ; Мебельные магазины; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель; Детская мебель; Дизайн интерьеров; Офисная мебель; Мягкая мебель,"улица Радищева, 55",1 этаж,620102,Юго-Западный м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,4.7,178,83432881021,,,maria-ek1@marya.ru,,http://www.marya.ru/page/zhdem-vas-v-studiyakh-mariya/?utm_source=2gis&utm_medium=geo&utm_campaign=maps2026,http://ekaterinburg.marya.ru,,,https://vk.com/marya,,,,,,,https://t.me/mf_marya,,,https://youtube.com/user/fabrikamarya,56.827631,60.581108,https://2gis.com/firm/1267165676651663,branch
Марковъ-мебель,магазин,Мебель на заказ; Мягкая мебель,"Патриса Лумумбы, 38",1 этаж; дом мебели Клен,620085,Вторчермет м-н,Чкаловский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,,,89655486654,89000404124,,,,http://divandarom.ru,,,,https://vk.com/markovmebel,https://wa.me/79655486654,https://wa.me/79000404124,,,,,,,,,56.766915,60.602437,https://2gis.com/firm/1267165676982179,branch
Мастервудурал,мебельная мастерская,Мебель на заказ; Корпусная мебель,"Основинская улица, 15а",,620041,Эльмаш м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-15:00 (по предварительной записи),+05:00,,,89634466762,89089100119,,,,http://мастервудурал.рф,http://max.ru/MasterWood,,,,,,,,,,,,,,56.868681,60.624521,https://2gis.com/firm/70000001113401952,branch
Мастерская корпусной мебели,,Мебель на заказ; Корпусная мебель,"Турбинная улица, 41Б",1 этаж,620091,Эльмаш м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,89122804320,,,,,,,,,,https://wa.me/79122804320,,,,,,,,,,56.874625,60.628706,https://2gis.com/firm/70000001023930586,branch
Мастерская кухни,мебельная студия,Мебель на заказ; Мебельные магазины; Мебель для кухни,"Сибирский тракт дублёр, 6",2 этаж,620138,ЖБИ м-н,Октябрьский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00 (по предварительной записи),+05:00,5.0,7,89126213405,,,,,http://mk-kuhni.ru,http://t.me/dobrokuhnya,,,,https://wa.me/79826745626,,,,,,,,,,56.826457,60.682454,https://2gis.com/firm/70000001045604128,branch
Мастерская мебели,ИП Иванов М.Г.,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Берёзовский тракт, 5а",,623700,,,Березовский,Березовский муниципальный округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+05:00,,,89527298378,,,,,,,,,https://vk.com/mebel_m_i,,,,,,,,,,,56.903972,60.770848,https://2gis.com/firm/70000001113530887,branch
Мастерская по изготовлению и перетяжке мебели,,Мебель на заказ; Мягкая мебель; Ремонт мебели,"улица Фронтовых Бригад, 18 к2",213 помещение; 2 этаж,620091,Эльмаш м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительной записи),+05:00,5.0,3,89678540560,,,,,,,,,https://vk.com/workshopmebelekb,https://wa.me/79678540560,,,,,,https://t.me/+79678540560,,,,56.87762,60.638714,https://2gis.com/firm/70000001069295397,branch
Матрёшка,студия кухни,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица Академика Бардина, 40/1",1 этаж,620147,Юго-Западный м-н,Ленинский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.2,70,89221810200,,,,,http://kuhnya-ekb.ru,,,,https://vk.com/kuhni_glanec,,,,,,,,,,,56.79998,60.57434,https://2gis.com/firm/1267165676999221,branch
Маэстро,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"Верх-Исетский бульвар, 13",А корпус; 202 офис; 2 этаж,620028,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.4,27,83433801995,,,,,http://mebelmaestro.ru,,,,,https://wa.me/79122463759,,,viber://chat/?number=79122463759,,,https://t.me/+79122463759,,,,56.838121,60.574179,https://2gis.com/firm/1267165676511044,branch
Мебелап,,Мебель на заказ; Корпусная мебель; Металлическая мебель,"Сажинская улица, 6 лит 5",1 этаж,620082,Птицефабрика м-н,Октябрьский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+05:00,,,89273069784,,,,,http://котоваип.рф,,,,,https://wa.me/79273069784,,,,,,,,,,56.778764,60.732316,https://2gis.com/firm/70000001066182104,branch
Мебеласка,интернет-магазин,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Мебель для учебных учреждений; Мебельные фасады; Мебель для общественного питания; Металлическая мебель; Матрасы; Мебель для культурно-досуговых учреждений; Бескаркасная мебель; Пластиковая мебель; Мебельные магазины; Мебель для салонов красоты; Корпусная мебель; Мягкая мебель; Детская мебель; Офисная мебель,"улица Кирова, 28",202А офис; 2 этаж,620028,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-16:00; Вс: 10:00-16:00,+05:00,4.7,60,83433638710,83433648710,88005001505,,,http://mebelaska.com,,,,https://vk.com/mebelaska,,,,,,,,,,,56.839757,60.554337,https://2gis.com/firm/70000001035455367,branch
МебелеС,салон мебели,Мебель на заказ; Корпусная мебель,"Театральная улица, 6",2 этаж,623701,,,Березовский,Березовский муниципальный округ,Свердловская область,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,1,89018504855,,,,,,,,,https://vk.com/mebeles_salon,,,,,,,,,,,56.907256,60.810316,https://2gis.com/firm/70000001100304165,branch
Майя,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"40-летия Комсомола, 38",1 этаж,620072,ЖБИ м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,89221882833,,,,,http://майямебель.рф,http://max.ru/79221882833,,,,,,,,,,https://t.me/+79221882833,,,,56.82433,60.705342,https://2gis.com/firm/70000001067276936,branch
Майя,салон мебели,Мебель на заказ; Мебельные магазины; Мебель для общественного питания; Стеллажи и витрины; Изделия из камня для помещений; Офисная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Мягкая мебель; Корпусная мебель; Бытовая техника,"40-летия Комсомола, 38","Б корпус; 2, 1 этаж",620072,ЖБИ м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.6,39,83433282833,83433282814,,,,http://майямебель.рф,http://max.ru/79221882833,,,https://vk.com/mayamebel_ekb,,,,,,,https://t.me/+79221882833,,,,56.824179,60.705212,https://2gis.com/firm/1267165677131206,branch
Манго,студия мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Матрасы,,,,,,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00,+05:00,1.0,1,83432532797,,,,,http://мебель-манго.рф,,,,,https://wa.me/79122801448,,,,,,,,,,,,https://2gis.com/firm/1267166676176546,branch
Марион,проектно-производственная компания,Мебель на заказ; Мебель для общественного питания,"Лукиных, 1",318/5 офис,620039,Уралмаш м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,,,83433780471,89126807271,,,,http://marion-ppk.ru,,,,,,,,,,,,,,,56.882594,60.570501,https://2gis.com/firm/70000001110192396,branch
Мария,кухонная студия,Мебель на заказ; Мебельные магазины; Мебель для кухни; Детская мебель; Офисная мебель; Мягкая мебель; Корпусная мебель; Мебель для ванных комнат; Дизайн интерьеров,"улица Краснолесья, 96",1 этаж,620105,,Академический район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,127,83433009400,,,et16@marya.ru,,http://ekaterinburg.marya.ru/,http://marya.ru,,,https://vk.com/marya,,,,,,,https://t.me/mf_marya,,,https://youtube.com/user/fabrikamarya,56.794838,60.519368,https://2gis.com/firm/70000001089778123,branch
