Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Мебельщик Кубани,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Фрунзе, 186/1",204 офис; 2 этаж,350000,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,5.0,1,89994272242,,,,,http://mebelschik-kubani.ru,http://t.me/mebel_kubuny,,,https://vk.com/mebel_kubany,https://wa.me/79994272242,,,,,,,,,,45.040259,38.966839,https://2gis.com/firm/70000001104073515,branch
Метр,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,"улица им. Калинина, 321",,350000,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,"Пн: 10:00-13:00, 14:00-20:00; Вт: 10:00-13:00, 14:00-20:00; Ср: 10:00-13:00, 14:00-20:00; Чт: 10:00-13:00, 14:00-20:00; Пт: 10:00-13:00, 14:00-20:00; Сб: 10:00-13:00, 14:00-18:00; Вс: 10:00-13:00, 14:00-18:00",+03:00,5.0,34,89615039721,89385000572,,,,http://кухни-розмарин.рф,http://t.me/metrmebeli1,,,https://vk.com/club223823783,https://wa.me/79615039721,,,,,,,,,,45.038751,38.965527,https://2gis.com/firm/70000001082983413,branch
Моя мечта,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"Фрунзе, 186/1",203 офис; 2 этаж,350000,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,5.0,7,89189907802,,,,,http://kuhni-mechta.ru,,,,,https://wa.me/79189907802,,,,,,https://t.me/andreevanata_1,,,,45.040259,38.966839,https://2gis.com/firm/70000001017512567,branch
МПК,компания по производству корпусной мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Ростовское шоссе, 14/1",,350072,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00 (по предварительному звонку),+03:00,5.0,13,89286682651,,,,,http://mpk-mebel.ru,http://t.me/mpk_mebel,,,,https://wa.me/79286682651,,,,,,https://t.me/+79286682651,,,,45.073769,38.987744,https://2gis.com/firm/70000001092592695,branch
Надежда,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни,"улица Черняховского, 70",4 офис; 1 этаж,353290,Администрация м-н,,Горячий Ключ,Горячий Ключ городской округ,Краснодарский край,Россия,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00",+03:00,4.5,3,89183669323,,,,,http://kitchen-evita.ru,,,,,https://wa.me/79183669323,,,,,,,,,,44.63384,39.141234,https://2gis.com/firm/70000001031096483,branch
Натикана,рекламно-производственная компания,Мебель на заказ; Широкоформатная печать; Изготовление рекламных конструкций; Световая реклама; Дизайн рекламы; Дизайн интерьеров; Корпусная мебель; Мебель для общественного питания; Офисная мебель; Мебель для кухни; Мебель для ванных комнат; Печать на сувенирах; УФ-печать,"Новороссийская улица, 172",219-220 офис; 2 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (по предварительному звонку),+03:00,5.0,1,89615167475,,,,,http://natikana.ru,,,,,https://wa.me/79615167475,,,,,,https://t.me/+79615167475,,,,45.031342,39.022773,https://2gis.com/firm/70000001094331585,branch
Океан Возможностей,производственная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Дизайн интерьеров,"Лысенко, 25",,350910,Верхний казачий хутор,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00 (по предварительной записи),+03:00,,,89181675787,,,,,http://oceansp.ru,http://dzen.ru/oceanmebel?share_to=link,http://t.me/oceanmebel,,https://vk.com/oceansp,https://wa.me/79181675787,,,,,,,,,https://youtube.com/UCVmE0vq4SKjjiUnTASsz65g,45.003995,39.13031,https://2gis.com/firm/70000001093048665,branch
Онегин,мебельный салон,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Кирилла Россинского, 15",,350073,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,3.8,13,89184427767,89892964969,,,,http://kuhnionegin.ru/,http://t.me/kuhni_v_krd,,,https://vk.com/onegin_krd,https://wa.me/79184427767,https://wa.me/79892964969,,,,,,,,,45.088618,39.026822,https://2gis.com/firm/70000001083305169,branch
Оримэкс,мебельный магазин,Мебель на заказ; Мебель для кухни,"Уральская улица, 79/2",0 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,16,89170735050,,,,,http://orimex.ru,http://t.me/saranskorimex,,,https://vk.com/orimex,https://wa.me/79170735050,,,,,,https://t.me/+79170735050,,,https://youtube.com/@%D0%9E%D0%A0%D0%98%D0%9C%D0%AD%D0%9A%D0%A1-%D0%B96%D0%B8,45.03512,39.05313,https://2gis.com/firm/70000001099899688,branch
Перемена,производственно-складская база,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Красных Партизан, 65/3 к3",,350012,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,5.0,183,89186898919,,,peremena-mebel.krd@yandex.ru,,http://peremena-mebel.ru,,,,https://vk.com/peremenakr,https://wa.me/79186898919,,,,,,,,,,45.069948,38.907973,https://2gis.com/firm/70000001065189579,branch
Пинскдрев,офис оптовых продаж,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Матрасы; Детская мебель; Офисная мебель,"улица 2-я линия Нефтяников, 2/2",,350051,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+03:00,5.0,1,89892447211,89883469041,88612155722,pinskdrev93@mail.ru,,http://krasnodar.pinskdrev.ru,,,,,https://wa.me/79889502993,,,,,,https://t.me/+79889502993,,,https://youtube.com/c/pinskdrevby1880,45.066993,38.976933,https://2gis.com/firm/3237490513662546,branch
Полезный объём,салон мебели,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни,"Северная улица, 529а",1 этаж,350038,Школьный м-н,Центральный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительному звонку),+03:00,4.6,42,89385452777,89604789189,,,,http://www.mebelart.su,,,,https://vk.com/public59933424,https://wa.me/79385452777,https://wa.me/79615074943,,,,,https://t.me/+79615074943,,,,45.03454,39.013317,https://2gis.com/firm/3237490513170982,branch
Поллет,мебельный салон-магазин,Мебель на заказ; Мебельные магазины; Корпусная мебель; Металлическая мебель; Офисная мебель; Садово-парковая мебель; Мебель для кухни; Мебель для общественного питания; Мебель для учебных учреждений,"Сормовская улица, 1/11",1 этаж,350075,ХБК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+03:00,3.7,3,88612101881 (доп.122),88612101882,88612101883,,,http://taplink.cc/polletmebel,,,,https://vk.com/pollet.shop,https://wa.me/79886237543,,,,,,https://t.me/pollet_krasnodar,,,,45.023841,39.04752,https://2gis.com/firm/70000001026779853,branch
ПроФС,студия мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Конечная улица, 4",2 цех,350005,2-я Площадка м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00,+03:00,,,89183611212,,,,,http://t.me/profs_studio_mebel,http://max.ru/id745204197133_biz,,,https://vk.com/profs_studio_mebel,,,,,,,,,,,45.09566,38.975566,https://2gis.com/firm/70000001104260296,branch
Пять звёзд,мебельный торговый центр,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель; Детская мебель; Офисная мебель; Мебель для ванных комнат,"Тургеневское шоссе, 22",,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.8,91,89933275709,,,,,http://fivestarscenter.ru,http://taplink.cc/fivestarscenter,,,,https://wa.me/79933275709,,,,,,,,,,45.016227,38.938116,https://2gis.com/firm/3237491513614141,branch
РемонТik,ремонтная компания,Мебель на заказ; Ремонт помещений; Мебель для кухни,"улица Краеведа Соловьёва, 6 к6",1 этаж,350073,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительному звонку),+03:00,5.0,5,89183411242,,,,,http://remontik-krd.ru,,,,https://vk.com/remontik_pro,https://wa.me/79183411242,,,,,,,,,,45.090804,39.046553,https://2gis.com/firm/70000001080712026,branch
Рич Комфорт,"салон немецкой мебели, дверей и европейских напольных покрытий",Мебель на заказ; Мебель для кухни; Напольные покрытия; Корпусная мебель; Межкомнатные двери,"улица Красных Партизан, 501",1 этаж,350049,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,5.0,14,89182104444,89882460008,89882448888,,,http://www.richcomfort.ru,http://ричкомфорт.рф,,,https://vk.com/richcomfort_krd,https://wa.me/79182104444,https://wa.me/79882460008,https://wa.me/79882448888,viber://chat/?number=79882460008,,,https://t.me/+79882460008,https://t.me/+79182104444,https://t.me/+79882448888,,45.050183,38.963833,https://2gis.com/firm/70000001037510613,branch
Робе,фабрика дизайнерской мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"Меланжевая улица, 23",4 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.2,5,89180590495,,,,,http://mebelrobe.ru,,,,https://vk.com/mebel_robe,https://wa.me/79180590495,,,,,,https://t.me/+79180590495,,,,45.032697,39.048512,https://2gis.com/firm/70000001052793010,branch
Рондо,мебельный салон,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Марины Цветаевой, 7 к2",1 этаж,350053,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,5.0,2,88612387333,89094490261,,,,http://rondo-krasnodar.ru,,,,,https://wa.me/79094490261,,,,,,https://t.me/+79094490261,https://t.me/rondodesigner1,,,45.111016,38.919477,https://2gis.com/firm/70000001106023742,branch
Свежие цены,отдел мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Гидростроителей, 31",,350065,Гидростроителей м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,,,89186031765,,,svezhietseny@yandex.ru,,http://svezhietseny.ru/,,,,,https://wa.me/79186031765,,,,,,https://t.me/+79186031765,,,,45.003089,39.076084,https://2gis.com/firm/70000001113933273,branch
Свежие цены,отдел мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Ростовское шоссе, 47/1",,350031,Ветеран,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,,,89186031765,,,svezhietseny@yandex.ru,,http://svezhietseny.ru,,,,,https://wa.me/79186031765,,,,,,https://t.me/+79186031764,,,,45.135003,39.026723,https://2gis.com/firm/70000001113917553,branch
Свежие цены,отдел мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Уральская улица, 77/7",4 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,5.0,1,89626202025,89186031765,,svezhietseny@yandex.ru,,http://svezhietseny.ru,,,,https://vk.com/kitchenkrasnodar,https://wa.me/79186031765,,,,,,https://t.me/svezhieceny,,,,45.032697,39.048512,https://2gis.com/firm/70000001102779145,branch
Мебель-Land,мебельный магазин,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Киевская улица, 48Б",1 этаж,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,3.4,5,89186648875,,,,,http://mebellend-gel.ru/,,,,,https://wa.me/79186648875,,,viber://chat/?number=79186648875,,,https://t.me/+erF7SuIOlHgzOTcy,,,,44.566058,38.09119,https://2gis.com/firm/70000001047097257,branch
Мебельком,производственная компания,Мебель на заказ; Мебель для ванных комнат; Офисная мебель; Корпусная мебель; Мебель для кухни; Мягкая мебель,"Курзальная улица, 40а",,353475,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительному звонку),+03:00,5.0,2,89282786122,89288401414,,,,http://www.mebelcom-gel.ru,,,,https://vk.com/mebelcomgel,https://wa.me/79288401414,https://wa.me/79282786122,,,,,,,,,44.551954,38.076145,https://2gis.com/firm/10415102419275168,branch
Сдк групп,производственная компания,Мебель на заказ; Окна; Межкомнатные двери; Входные группы; Облицовочный камень; Изделия из камня для помещений; Мебель для кухни; Мебель для ванных комнат,,,350037,,Карасунский округ,,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,5.0,6,88612901723,,,,,http://sdkrus.ru,http://slab.sdkrus.ru,,,,,,,,,,,,,,45.029307,39.237233,https://2gis.com/firm/70000001027747151,branch
Северные Кухни,салон мебели на заказ,Мебель на заказ; Мебель для кухни,"Тургеневское шоссе, 33 ст8",,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+03:00,4.9,45,89182581674,88612054505,,,,http://kuhnisever.ru,http://max.ru/id7806626195_biz,,,https://vk.com/sever_kuhni,https://wa.me/79182581674,,,,,,https://t.me/+79182581674,,,,45.000946,38.927819,https://2gis.com/firm/70000001102243261,branch
Сенсей Софа,мебельный магазин,Мебель на заказ; Мягкая мебель; Детская мебель; Бескаркасная мебель; Мебель для кухни,"улица Селезнёва, 191/1",1 этаж,350075,ХБК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.9,34,89186995666,,,,,http://senseisofa.ru,,,,https://vk.com/senseisofaa,https://wa.me/79186995666,,,,,,https://t.me/+79186995666,https://t.me/senseisofa,,,45.022446,39.046502,https://2gis.com/firm/70000001088733070,branch
Сидэя-Краснодар,торгово-производственная компания,Мебель на заказ; Мебельные фасады; Корпусная мебель; Мебель для кухни,"Ростовское шоссе, 26/1 ст3",2 этаж,350072,им. Петра Метальникова м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,88612032252,89180746463,89180746465,,,http://sidak.ru,,,,,https://wa.me/79180746463,https://wa.me/79180746465,,,,,,,,,45.092428,38.994546,https://2gis.com/firm/3237490513519341,branch
МебельРус,мебельная фабрика,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Мягкая мебель,"улица Ленина, 202 к2",1 этаж,353454,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,5.0,161,89186484588,,,,,http://street23.ru/,,,,https://vk.com/street23_mebelrus,https://wa.me/79186484588,,,,,,https://t.me/mebelrus_street23,,,https://youtube.com/@MebelRusNvrsk,44.865439,37.33611,https://2gis.com/firm/70000001075877641,branch
Amaranth,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Мебель для кухни; Офисная мебель,"улица Ленина, 180а к9",1 этаж,353454,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+03:00,4.9,23,89693002555,89884865555,,,,http://amaranth-mebel.ru,,,,,https://wa.me/79693002555,https://wa.me/79884865555,,viber://chat/?number=79693002555,,,,,,,44.869302,37.331396,https://2gis.com/firm/70000001064403556,branch
Ando,,Мебель на заказ; Дизайн интерьеров; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Энгельса, 27",,353900,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89643253461,,,,,http://andofabrika.ru,,,,,,,,,,,https://t.me/+79643253461,,,,44.716581,37.772174,https://2gis.com/firm/70000001111407722,branch
Art&home,,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Дизайн интерьеров,"Владимирская улица, 55 к5",2 этаж,353440,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,,,89184867838,89898124451,89184712078,,,http://taplink.cc/art_home_mebel,,,,https://vk.com/art_home_mebel,https://wa.me/79898124451,,,,,,,,,,44.885115,37.324541,https://2gis.com/firm/70000001067618701,branch
124Кухни,,Мебель на заказ; Мебель для кухни,"2-я Красногорская улица, 21д/1",,660061,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,5.0,6,89620777756,,,,,http://124kuhni.ru,,,,,,,,,,,,,,,56.0496,92.754296,https://2gis.com/firm/70000001102547559,branch
Alkor,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,"улица Петра Подзолкова, 5",1 этаж,660020,Светлый м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Сб: 11:00-17:00 (по предварительной записи),+07:00,4.9,74,83912144483,,,info@alkor-kyhni.ru,,http://alkor-kyhni.ru,,,,https://vk.com/alkormebel,https://wa.me/79233544483,,,viber://chat/?number=79233544483,,,https://t.me/alkor_admin,,,https://youtube.com/channel/UCv37_e-nqcpdR91ynfSKZ2A,56.051259,92.885325,https://2gis.com/firm/70000001055312303,branch
Alkor,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Шахтёров, 49д/2",2 этаж,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-15:00 (по предварительной записи),+07:00,4.9,366,83912144483,,,info@alkor-kyhni.ru,,http://alkor-kyhni.ru,,,,https://vk.com/alkormebel,https://wa.me/79233544483,,,viber://chat/?number=79233544483,,,https://t.me/alkor_admin,,,https://youtube.com/channel/UCv37_e-nqcpdR91ynfSKZ2A,56.039651,92.883992,https://2gis.com/firm/985690700238401,branch
Art home design,салон,Мебель на заказ; Мебель для кухни; Сантехника; Светотехника; Мебель для ванных комнат; Керамогранит; Дизайн интерьеров; Мягкая мебель,"Линейная улица, 122",789 офис; 1 этаж,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00,+07:00,3.0,2,83912053050,,,,,http://art-home-design.ru,,,,https://vk.com/ahdesing,,,,,,,,,,,56.043821,92.880923,https://2gis.com/firm/70000001034268498,branch
Artwoodlife,компания по изготовлению мебели из массива,Мебель на заказ; Мебель для ванных комнат; Мебель для кухни; Офисная мебель; Ремонт мебели,"улица Красной Звезды, 1 ст16",,660001,Николаевка м-н,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,5.0,1,89339998959,,,,,http://awlmebel.ru,,,,https://vk.com/artwoodlife_24,,,,,,,,,,,55.998792,92.813218,https://2gis.com/firm/70000001105153160,branch
Baron,мебельное ателье,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Шахтёров, 66",3 этаж,660077,Слобода Весны м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00 (по предварительной записи),+07:00,4.9,476,83912870087,,,mebel_baron24@mail.ru,,http://baron24.ru,,,,https://vk.com/mebel_baron,https://wa.me/79535870087,,,,,,https://t.me/+79535870087,,,,56.045143,92.891977,https://2gis.com/firm/70000001018350733,branch
Bilandi,студия кухни,Мебель на заказ; Мебель для кухни; Корпусная мебель; Изделия из камня для помещений,"улица Шахтёров, 16а ст5",1 этаж,660020,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+07:00,4.8,18,89131752178,,,,,http://max.ru/Bilandi,,,,https://vk.com/bilandi_kuhni,https://wa.me/79131752178,,,,,,https://t.me/+79131752178,,,,56.030282,92.890347,https://2gis.com/firm/70000001007327381,branch
Cherdak workshop,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Дизайн интерьеров; Торгово-выставочное оборудование; Мебель для общественного питания; Офисная мебель; Металлическая мебель,"улица Маерчака, 111Б",308 офис; 1 этаж,660048,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,4.4,6,89535874502,,,,,http://cherdakshop.com,,,,https://vk.com/cherdakworkshop,https://wa.me/79535874502,,,viber://chat/?number=79535874502,,,https://t.me/+79504005000,https://t.me/+79535874502,,,56.047077,92.831554,https://2gis.com/firm/70000001026763911,branch
Decointeriors,интерьерный магазин,Мебель на заказ; Дизайн интерьеров; Обои; Керамическая плитка; Лаки и краски; Отделочные материалы; Декоративные отделочные материалы; Светотехника; Мягкая мебель; Мебель для ванных комнат; Мебель для кухни; Напольные покрытия; Керамогранит; Стеновые панели,"улица Академика Киренского, 35",1 этаж,660100,Николаевка м-н,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,4.6,19,89535859009,,,,,http://t.me/kseniyadesignkd,http://max.ru/id2463127181_biz,,,https://vk.com/decointeriors,,,,,,,https://t.me/+79535859009,https://t.me/Decoint,,,56.008963,92.800987,https://2gis.com/firm/985690700009655,branch
di Foresta Betulla,мебельный салон,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица 26 Бакинских Комиссаров, 8 ст75",,660023,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,,+07:00,,,89135395173,,,info@betulla24.ru,,http://betulla24.ru,,,,,,,,,,,,,,,56.036395,93.035557,https://2gis.com/firm/70000001111814577,branch
