Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
КомфортМ,,Мебель на заказ; Корпусная мебель,"улица Автоматики, 2/1",,454038,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89191263355,,,,,,,,,,https://wa.me/79191263355,,,,,,,,,,55.236309,61.432613,https://2gis.com/firm/70000001100893006,branch
Комфортный дом,фабрика,Мебель на заказ; Мягкая мебель; Корпусная мебель; Детская мебель; Матрасы; Мебель для кухни; Офисная мебель,"улица Кузнецова, 49",9 офис; 2 этаж,454028,АМЗ пос.,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-14:00,+05:00,,,89049375508,,,,,,,,,https://vk.com/komfortdom174,https://wa.me/79049375508,,,viber://chat/?number=79049375508,,,https://t.me/+79049375508,,,,55.110482,61.327126,https://2gis.com/firm/70000001062890283,branch
Кухня Мечты здесь,шоурум,Мебель на заказ; Мебель для кухни,"улица Братьев Кашириных, 12",1 этаж,454084,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.9,127,89048175466,,,hitechmebel@mail.ru,,http://kuhnya-mechty174.ru/?utm_source=2gis&utm_medium=profil&utm_campaign=2gis,,,,https://vk.com/kuhnya_mechty174,https://wa.me/79954652060,,,,,,https://t.me/kuhnyamechty174bot,,,https://youtube.com/@kuhnya_mechty,55.173854,61.40125,https://2gis.com/firm/70000001081884254,branch
Кухня-Шкаф,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Мебель для ванных комнат; Стеллажи и витрины; Металлическая мебель,,173 бокс,454087,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,4,89000969116,,,,,http://t.me/kuchnya_chkaf,,,,https://vk.com/kuhnja_shkaf,https://wa.me/79000969116,,,,,,,,,,55.116511,61.376418,https://2gis.com/firm/70000001094161569,branch
Лакс мебель,фирма по производству мебели,Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Мебель для кухни,"Копейское шоссе, 17а",11/24 помещение,454012,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,7,89320156058,89193082391,,,,,,,,https://vk.com/mebelnyy_kosmos174,https://wa.me/79320156058,,,,,,https://t.me/+79320156058,,,,55.121916,61.495823,https://2gis.com/firm/70000001076389329,branch
Ларгето,производственная компания,Мебель на заказ; Входные двери; Корпусная мебель; Мебельные фасады; Торгово-выставочное оборудование,"Троицкий тракт, 15/1",,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,,,89227470923,,,,,,,,,,,,,,,,,,,,55.102925,61.386225,https://2gis.com/firm/2111591606790183,branch
Лига,фабрика мебели,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Мебель для ванных комнат,"улица Елькина, 63в/20",20 складское помещение,454091,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30 (по предварительной записи: пн-пт),+05:00,5.0,22,89634704228,89995701153,,,,http://jivo.chat/yCSmxhG3iI,,,,https://vk.com/club55186600,https://wa.me/79995701153,,,viber://chat/?number=79995701153,,,https://t.me/+79995701153,,,,55.151071,61.401389,https://2gis.com/firm/70000001033382388,branch
Линия,производственная компания,Мебель на заказ; Мягкая мебель,"Каслинская улица, 77/2",301 офис; 3 этаж,454084,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89048030084,,,,,,,,,,https://wa.me/79048030084,https://wa.me/79823304187,,,,,,,,,55.178476,61.395829,https://2gis.com/firm/70000001034267622,branch
Лира,компания по производству мебели,Мебель на заказ; Корпусная мебель; Мебельные фасады,"Кемеровская улица, 24",,456612,,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,2.2,6,,,,,,,,,,,,,,,,,,,,,55.119133,61.646449,https://2gis.com/firm/70000001020806848,branch
Лофт-дизайн,производственная фирма,Мебель на заказ; Дизайн интерьеров; Офисная мебель; Торгово-выставочное оборудование; Стеллажи и витрины; Мебель для кухни,"Трактовая улица, 26а",1 офис; 2 этаж,454028,АМЗ пос.,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,,,83512484177,,,,,,,,,https://vk.com/palitra_mebeli,,,,,,,,,,,55.108916,61.33437,https://2gis.com/firm/2111591606601477,branch
Любимый диван,мебельная компания,Мебель на заказ; Мягкая мебель; Детская мебель,"улица Дзержинского, 110/1",3 этаж,454078,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.6,7,89517901046,,,,,,,,,https://vk.com/lyubimyy_divan174,https://wa.me/79630921896,,,viber://chat/?number=79630921896,,,,,,,55.133586,61.433221,https://2gis.com/firm/70000001045781429,branch
Людвиг,мебельная компания,Мебель на заказ; Офисная мебель; Корпусная мебель; Детская мебель; Мебель для кухни,"1-я Краснохолмская улица, 1",,454012,Фатеевка пос.,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,"Пн: 09:00-12:00, 13:00-19:00; Вт: 09:00-12:00, 13:00-19:00; Ср: 09:00-12:00, 13:00-19:00; Чт: 09:00-12:00, 13:00-19:00; Пт: 09:00-12:00, 13:00-19:00",+05:00,5.0,2,89514570157,,,,,,,,,,https://wa.me/79514570157,,,,,,,,,,55.137244,61.518754,https://2gis.com/firm/2111590608218138,branch
Люкс,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Входные двери; Межкомнатные двери; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Комплектующие для дверей; Мебельные фасады; Мебель для салонов красоты; Офисная мебель,"Парковый переулок, 1а",1 этаж,457020,,,Пласт,Пластовский муниципальный округ,Челябинская область,Россия,"Пн: 09:00-12:00, 13:00-18:00; Вт: 09:00-12:00, 13:00-18:00; Ср: 09:00-12:00, 13:00-18:00; Чт: 09:00-12:00, 13:00-18:00; Пт: 09:00-12:00, 13:00-18:00; Сб: 09:00-16:00",+05:00,,,89080838366,89000649631,,,,,,,,https://vk.com/public210661885,https://wa.me/79000649631,,,,,,,,,,54.363736,60.802568,https://2gis.com/firm/70000001065269779,branch
Мастерская Тимофея,,Мебель на заказ; Корпусная мебель; Мебель для кухни,,,456656,,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,5,89222354999,89222315299,,,,,,,,,,,,,,,,,,,55.081655,61.564581,https://2gis.com/firm/70000001082625981,branch
Мастерская уюта,,Мебель на заказ; Корпусная мебель,"улица Энергетиков, 5",,456623,,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,,,89925245895,89511115784,,,,,,,,,https://wa.me/79925245895,,,,,,,,,,55.104234,61.600255,https://2gis.com/firm/70000001103735356,branch
Махаон,мебельный салон,Мебель на заказ; Корпусная мебель; Мебель для кухни,"проспект Победы, 325",2 этаж,454128,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,89511152100 (единый номер: пн-пт 9:00-18.00),,,,,,,,,,,,,,,,,,,,55.182285,61.293721,https://2gis.com/firm/70000001115534016,branch
Махаон,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель,"Свердловский тракт, 1ж",3/60 отдел; 2 этаж,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,3.1,16,89128913085,,,,,,,,,,,,,,,,,,,,55.234981,61.368694,https://2gis.com/firm/2111591606494388,branch
Махаон,производственный цех,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Хлебозаводская улица, 33а/2",,454038,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,3.1,2,89511152100 (единый номер: пн-пт 9:00-18.00),,,,,,,,,,,,,,,,,,,,55.242472,61.417442,https://2gis.com/firm/2111590608727092,branch
Мебелис,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Кожзаводская улица, 10а",,454084,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89193237474,,,,,,,,,https://vk.com/mebelis74,,,,,,,,,,,55.196588,61.39493,https://2gis.com/firm/70000001105674564,branch
Мебелист,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель,"Енисейская улица, 17/4",,454010,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,3,89320158899,,,,,,,,,https://vk.com/mebelist74,https://wa.me/79320158899,,,viber://chat/?number=79320158899,,,,,,,55.140692,61.469232,https://2gis.com/firm/70000001077383131,branch
Мебель Вам 74,торгово-производственная фирма,Мебель на заказ; Корпусная мебель,"Сетевая улица, 5/6",,454008,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.6,28,89028686763,,,,,,,,,,,,,,,,,,,,55.194276,61.375748,https://2gis.com/firm/70000001036321174,branch
Мебель для вас,салон,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Межкомнатные двери,"улица Дзержинского, 110/2",1 этаж,454078,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+05:00,4.4,19,89517726197,89123044291,,,,,,,,https://vk.com/public88001670,https://wa.me/79123044291,https://wa.me/79517726197,,,,,,,,,55.133835,61.433365,https://2gis.com/firm/70000001017963153,branch
Мебель для Вас и на заказ,салон,Мебель на заказ; Мягкая мебель; Корпусная мебель; Матрасы; Офисная мебель; Мебель для кухни; Детская мебель,"улица Сталеваров, 45",цокольный этаж,454038,Молодёжный городок м-н,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30; Сб: 10:00-17:30; Вс: 10:00-16:30,+05:00,4.8,45,89097430484,,,,,,,,,,https://wa.me/79097430484,,,,,,,,,,55.24636,61.403883,https://2gis.com/firm/70000001067031896,branch
Мебель Дома 174,салон мебели под заказ,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы; Мягкая мебель; Офисная мебель; Мебель для ванных комнат,"улица Комарова, 116",224 офис; 2 этаж; комплекс Классик лайн,454071,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пт: 11:00-11:02,+05:00,4.7,26,89085874104,,,,,,,,,https://vk.com/mebel.doma174,https://wa.me/79085874104,,,viber://chat/?number=79085874104,,,https://t.me/+79085874104,,,,55.172742,61.453813,https://2gis.com/firm/70000001046582320,branch
Мебель от Белоусова,салон-магазин,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Детская мебель,"улица Дарвина, 18",013 сектор; 1 этаж; вход с ул. Дарвина,454087,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,1.3,5,83512330888 (единая справочная: пн-вс 10:00-20:00),83512355650 (единая справочная: пн-вс 10:00-20:00),,,,,,,,,,,,,,,,,,,55.126818,61.368263,https://2gis.com/firm/70000001034810647,branch
Мебель от Белоусова,салон-магазин,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Детская мебель,"Черкасская улица, 17",24 секция; цокольный этаж,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.7,3,89525271508,83512355650 (единая справочная: пн-вс 10:00-20:00),,,,,,,,,,,,,,,,,,,55.229316,61.375317,https://2gis.com/firm/70000001034810639,branch
Мебель от Мастера,производственно-складская база,Мебель на заказ; Корпусная мебель,"Механическая улица, 101",1 этаж; вход с торца,454081,Нижний Плановый квартал,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,2,89525289929,83517250428,,,,,,,,,,,,,,,,,,,55.19149,61.430241,https://2gis.com/firm/70000001017806725,branch
Мебель у Татарина,,Мебель на заказ; Мягкая мебель; Корпусная мебель,"улица Университетская Набережная, 44",,454136,ACADEM Riverside жилой комплекс,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,,+05:00,,,89193426563,,,,,,,,,https://vk.com/mebelutatarina,,,,,,,https://t.me/mebel_u_tatarina,,,,55.175195,61.331222,https://2gis.com/firm/70000001094187083,branch
Мебель Фарт 74,компания по производству мебели,Мебель на заказ; Корпусная мебель; Мягкая мебель,"Марченко, 22",25 секция; 2 этаж; комплекс Шелковый путь,454085,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,1,89511252982,,,,,,,,,https://vk.com/ooofart,,,,,,,https://t.me/+79511252982,,,,55.166796,61.456668,https://2gis.com/firm/70000001101489148,branch
Мебель Фарт 74,компания по производству мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель,"Бугурусланский переулок, 3",,454139,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,89511252982,,,,,,,,,https://vk.com/ooofart,,,,,,,,,,,55.108484,61.491115,https://2gis.com/firm/70000001101427181,branch
Мебель-Маркет,творческая мастерская по производству мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Торгово-выставочное оборудование,"3 Интернационала, 90",1 этаж,454090,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+05:00,5.0,9,89191237343,,,,,,,,,,https://wa.me/79191237343,,,,,,,,,,55.166072,61.420468,https://2gis.com/firm/70000001038039875,branch
Мебель-профит,торгово-производственная фирма,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Мебель для учебных учреждений,"Моховая улица, 7Б",206 офис; 2 этаж,454085,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,11,89191234024,83512234024,89507470012,,,,,,,https://vk.com/ural_profit_mebel,,,,viber://chat/?number=79191234024,,,https://t.me/+79191234024,,,,55.165956,61.473918,https://2gis.com/firm/2111590608249807,branch
Мебельная компания,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для ванных комнат,"Свердловский тракт, 5и ст1",,454008,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,89030888085,,,,,,,,,,https://wa.me/79030888085,,,,,,,,,,55.212468,61.386783,https://2gis.com/firm/70000001040600713,branch
Мебельная мастерская Дмитриева,,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Цветной бульвар, 29",,456509,Привилегия м-н,,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-16:00,+05:00,5.0,4,89954710038,,,,,,,,,https://vk.com/mebel_dmitrieva,https://wa.me/79954710038,,,,,,https://t.me/+79954710038,,,,55.109049,61.245504,https://2gis.com/firm/70000001104793542,branch
Мебельная точка,магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"Свердловский тракт, 1ж",3/02-1 секция; 2 этаж,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:30-18:30; Вт: 09:30-18:30; Ср: 09:30-18:30; Чт: 09:30-18:30; Пт: 09:30-18:30; Сб: 09:30-18:30; Вс: 09:30-18:30,+05:00,1.2,2,89043002497,,,,,,,,,https://vk.com/public216633650,https://wa.me/79043002497,,,viber://chat/?number=79043002497,,,https://t.me/+79043002497,,,,55.234596,61.370418,https://2gis.com/firm/70000001095642327,branch
Мебельная точка,магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"Свердловская улица, 1а ст1",,456510,,,,Сосновский муниципальный округ,Челябинская область,Россия,Пн: 09:30-18:30; Вт: 09:30-18:30; Ср: 09:30-18:30; Чт: 09:30-18:30; Пт: 09:30-18:30; Сб: 09:30-18:30; Вс: 09:30-18:30,+05:00,4.7,6,89043002497,,,,,,,,,https://vk.com/public216633650,https://wa.me/79043002497,,,viber://chat/?number=79043002497,,,https://t.me/+79043002497,,,,55.339082,61.336806,https://2gis.com/firm/70000001054711200,branch
Мебельная точка,магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"Свердловский тракт, 1ж","2/52, 3/02-1, 3/09, 3/19, 3/45 сектор; 1 этаж",454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:30-18:30; Вт: 09:30-18:30; Ср: 09:30-18:30; Чт: 09:30-18:30; Пт: 09:30-18:30; Сб: 09:30-18:30; Вс: 09:30-18:30,+05:00,4.7,104,89043002497,,,,,,,,,https://vk.com/public216633650,https://wa.me/79043002497,,,viber://chat/?number=79043002497,,,https://t.me/+79043002497,,,,55.23492,61.369433,https://2gis.com/firm/70000001018620143,branch
Мебельная фирма,,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебель для кухни; Распиловка древесины,"Енисейская улица, 31",1 этаж,454010,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,3.6,2,89090915000,89090785662,,,,,,,,,https://wa.me/79090915000,,,viber://chat/?number=79090915000,,,,,,,55.140198,61.478982,https://2gis.com/firm/2111590608608211,branch
Мебельная эстетика,мебельная фирма,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель,"улица Тургенева, 3",,454081,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,3.9,7,83512486418,89511106210,,,,,,,,https://vk.com/club178981968,https://wa.me/79511106210,,,,,,,,,,55.182545,61.442905,https://2gis.com/firm/2111590608890197,branch
Мебельный клуб,,Мебель на заказ; Мягкая мебель; Мебель для кухни,"Копейское шоссе, 48",,454010,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,"Пн: 09:00-12:00, 13:00-17:00; Вт: 09:00-12:00, 13:00-17:00; Ср: 09:00-12:00, 13:00-17:00; Чт: 09:00-12:00, 13:00-17:00; Пт: 09:00-12:00, 13:00-17:00",+05:00,2.0,1,89823557575,,,,,,,,,https://vk.com/mebelklub,https://wa.me/79823557575,,,viber://chat/?number=79823557575,,,,,,,55.139705,61.468037,https://2gis.com/firm/2111590606343498,branch
Мебельный магазин,,Мебель на заказ; Мягкая мебель; Корпусная мебель; Детская мебель; Мебель для кухни,"Первомайская улица, 11",2 этаж,456560,,,,Еткульский муниципальный округ,Челябинская область,Россия,Пн: 10:00-17:30; Вт: 10:00-17:30; Ср: 10:00-17:30; Чт: 10:00-17:30; Пт: 10:00-17:30; Сб: 10:00-17:30; Вс: 10:00-16:00,+05:00,1.7,7,89124024788,,,,,,,,,https://vk.com/id728976583,https://wa.me/79124024788,,,,,,,,,,54.822305,61.577026,https://2gis.com/firm/70000001065941624,branch
Мебельный салон,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Детская мебель; Мебель для кухни,"проспект Победы, 325",1-12 сектор; 3 этаж,454128,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,1.4,14,,,,,,,,,,,,,,,,,,,,,55.182675,61.293696,https://2gis.com/firm/2111590606464861,branch
Мебельный уголок,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Мягкая мебель; Матрасы; Межкомнатные двери,"улица Черняховского, 11",цокольный этаж,456655,Горняк пос.,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,10,89514677877,,,,,,,,,https://vk.com/club225913683,https://wa.me/79514677877,,,,,,https://t.me/+79514677877,,,,55.137336,61.675895,https://2gis.com/firm/70000001099266865,branch
Мебельный формат,,Мебель на заказ; Мягкая мебель; Детская мебель,"улица Разина, 3",303 офис; 3 этаж,454048,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,4,89226957277,,,,,,,,,,https://wa.me/79226957277,,,viber://chat/?number=79226957277,,,,,,,55.136344,61.409138,https://2gis.com/firm/70000001031282964,branch
Мебельный центр,,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Детская мебель,"Копейское шоссе, 50д",2 этаж,454010,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+05:00,4.7,29,89227552855,89128946270,,,,,,,,https://vk.com/maximumche,,,,,,,,,,,55.135275,61.466064,https://2gis.com/firm/70000001083911750,branch
Мебельный цех,,Мебель на заказ; Ремонт мебели; Корпусная мебель; Мебель для кухни; Офисная мебель; Мебель для ванных комнат,"Автодорожная улица, 3 ст2",,454008,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,5.0,1,89026175805,,,,,,,,,,https://wa.me/79026175805,,,,,,https://t.me/+79026175805,,,,55.204225,61.369414,https://2gis.com/firm/70000001055315785,branch
Мебельный цех,,Мебель на заказ; Распиловка древесины; Корпусная мебель; Мебель для кухни,"улица Елькина, 63в/1",,454092,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-14:00,+05:00,4.5,9,89507444784,,,,,,,,,,https://wa.me/79507444784,,,,,,,,,,55.153893,61.399322,https://2gis.com/firm/70000001036015086,branch
Мега-шкаф.рф,торгово-производственная фирма,Мебель на заказ; Корпусная мебель; Мебель для кухни,,,454081,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,1.0,1,89222320953,89124744455,,,,,,,,,,,,,,,,,,,55.200713,61.403896,https://2gis.com/firm/70000001063941704,branch
