Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Фесай,многопрофильная компания,Мебель на заказ; Интерьерные лестницы; Корпусная мебель; Межкомнатные двери; Ремонт помещений; Строительство дач и коттеджей; Ремонт мебели,"Бабарынка, 1 к10 ст1",1 этаж,625001,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00 (по предварительному звонку),+05:00,5.0,1,89088741038,89048753182,,,,,,,,,https://wa.me/79088741038,,,,,,,,,,57.177643,65.473023,https://2gis.com/firm/1830115629607520,branch
Финист Терра,мебельный салон,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Мебель для учебных учреждений,"Михаила Лермонтова улица, 6",10 помещение,625062,,,,Тюменский район,Тюменская область,Россия,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 10:00-16:00,+05:00,5.0,1,89220731075 (номер для записи),89527110920,,,,http://tmn.finist-terra.ru/contacts/lermontova?utm_source=2gis&utm_medium=organic&utm_campaign=directory,,,,https://vk.com/finistmebel72,,,,,,,,,,,57.090329,65.518555,https://2gis.com/firm/70000001114958508,branch
Форма,компания по производству корпусной мебели,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Распиловка древесины,"улица Фармана Салманова, 17",,625063,Тюменская слобода м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.8,13,83452564660 (отдел продаж),,,,,http://t.me/raspiltmn,,,,https://vk.com/forma.mebel.tyumen,https://wa.me/79222625755,,,,,,https://t.me/+79222625755,https://t.me/formamebel_tmn,,,57.121714,65.500273,https://2gis.com/firm/70000001102449809,branch
Форма,компания по производству корпусной мебели,"Мебель на заказ; Распиловка древесины; ЛДСП, ДВПО, МДФ","Сиреневая улица, 50/1",,625014,Зайкова м-н,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,13,89523432847 (отдел распила),,,,,http://t.me/raspiltmn,,,,https://vk.com/raspil_uc,https://wa.me/79222625755,,,,,,https://t.me/+79523432847,https://t.me/formamebel_tmn,,,57.125379,65.667793,https://2gis.com/firm/70000001089755992,branch
Форма,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Офисная мебель,"улица Механизаторов, 67",,625017,РТС м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,89323247083,,,,,http://t.me/formamebel72,,,,https://vk.com/club234681073,,,,,,,,,,,57.15317,65.454754,https://2gis.com/firm/70000001111513708,branch
Экспресс Обивка,ателье по перетяжке и ремонту мягкой мебели,Мебель на заказ; Ремонт мебели; Мягкая мебель; Стеновые панели,"улица Республики, 143 к4",1 этаж,625026,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,35,89199381222,,,,,,,,,https://vk.com/expressobivka,https://wa.me/79199381222,,,,,,https://t.me/+79199381222,,,,57.140586,65.566727,https://2gis.com/firm/70000001086787182,branch
Эле,компания по производству мебели премиум-класса,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Мельникайте, 112 ст3",408 офис; 4 этаж,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00 (по предварительному звонку),+05:00,5.0,2,89923090000,,,,,,,,,https://vk.com/ele.mebel,https://wa.me/79923090000,,,viber://chat/?number=79923090000,,,https://t.me/+79923090000,,,,57.130367,65.559126,https://2gis.com/firm/70000001066562352,branch
Энис мебель,оптово-розничная компания,Мебель на заказ; Мягкая мебель; Детская мебель,,,625001,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,1,89199223434,,,,,http://t.me/mebel_uglovoy_tumen,http://jivo.chat/aHSv5Dh2g6,,,https://vk.com/mebel233473482,https://wa.me/79199223434,,,,,,https://t.me/+79199223434,,,,57.18355,65.46854,https://2gis.com/firm/70000001112455697,branch
Эспа Дизайн,компания по изготовлению мебели на заказ,Мебель на заказ; Мебель для кухни; Корпусная мебель; Интерьерные лестницы; Межкомнатные двери; Мебель для ванных комнат; Офисная мебель; Детская мебель; Окна,"Судостроителей, 33/2",,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89123902224,,,,,,,,,,https://wa.me/79123902224,,,,,,https://t.me/+79088732905,,,,57.159026,65.644984,https://2gis.com/firm/70000001075303601,branch
ЭтоКухни,,Мебель на заказ; Мебель для кухни,"Садовая улица, 38",1 этаж,625520,,,,Тюменский район,Тюменская область,Россия,Пн: 08:30-19:00; Вт: 08:30-19:00; Ср: 08:30-19:00; Чт: 08:30-19:00; Пт: 08:30-19:00; Сб: 08:30-19:00; Вс: 08:30-19:00 (по предварительной записи),+05:00,5.0,3,89199357405,,,,,,,,,https://vk.com/kuhni_eto,https://wa.me/79199357405,,,,,,,,,,56.889981,65.883097,https://2gis.com/firm/70000001076229646,branch
Юта,,Мебель на заказ; Дизайн интерьеров; Торгово-выставочное оборудование; Изделия из камня для помещений; Стеллажи и витрины; Мебель для общественного питания; Офисная мебель; Металлическая мебель; Изготовление рекламных конструкций,"Кремлёвская улица, 39",1 этаж,625049,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительной записи),+05:00,4.5,2,83452595800,89088749467,,,,,,,,https://vk.com/utat72,,,,,,,,,,,57.137958,65.487901,https://2gis.com/firm/1830115630088465,branch
#kulinashop,компания,Мебель на заказ; Мебель для кухни; Мебельные фасады,"Хлебозаводская улица, 15",,454038,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,83512163341,89507450515,,,,,,,,https://vk.com/kulinashop,https://wa.me/79507450515,,,viber://chat/?number=79507450515,,,,,,,55.247592,61.411095,https://2gis.com/firm/70000001030143931,branch
Akronos,компания по производству мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,,,,,,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.4,15,89511109259,89000242733,,,,,,,,https://vk.com/akronos,https://wa.me/79511109259,,,viber://chat/?number=79511109259,,,,,,,,,https://2gis.com/firm/70000001080570932,branch
Alex-Мебель,фабрика мягкой мебели,Мебель на заказ; Мягкая мебель,"Дербентская улица, 46",цокольный этаж,454139,Сельмаш пос.,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,2.6,5,89517931018,,,,,,,,,,https://wa.me/79517931018,,,viber://chat/?number=79517931018,,,,,,,55.099471,61.486268,https://2gis.com/firm/70000001082959609,branch
Alexwood74,мастерская изделий из массива и МДФ,Мебель на заказ; Корпусная мебель,"улица Косарева, 18",,454106,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00 (по предварительному звонку),+05:00,,,89193111788,,,,,,,,,https://vk.com/alexwood74,https://wa.me/79193111788,,,,,,https://t.me/+79193111788,,,,55.18752,61.370903,https://2gis.com/firm/70000001036122459,branch
Arina мебель,производственная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Торгово-выставочное оборудование,"Артиллерийская улица, 111/1",105а кабинет; 1 этаж,454007,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,1.0,1,89043071326,89507371123,,,,,,,,https://vk.com/arinamebel,https://wa.me/79507371123,,,viber://chat/?number=79507371123,,,,,,,55.166657,61.435925,https://2gis.com/firm/2111591606583091,branch
Artwood,салон мебели,Мебель на заказ; Мебельные фабрики; Мебель для кухни; Мебель для общественного питания,"улица Дарвина, 18",2 сектор; 1 этаж; вход с ул. Дарвина,454087,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,,,89193443152 (директор),,,,,,,,,https://vk.com/artwood74,https://wa.me/79227477764,,,viber://chat/?number=79227477764,,,,,,,55.126732,61.368477,https://2gis.com/firm/70000001094420131,branch
Aмборо,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Матрасы; Корпусная мебель; Мебель для кухни,"улица 30 лет ВЛКСМ, 6а","1, 2 этаж",456550,,,Коркино,Коркинский муниципальный округ,Челябинская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,9,89085881666,,,,,,,,,https://vk.com/amboro74,,,,,,,,,,,54.898966,61.399111,https://2gis.com/firm/70000001064850366,branch
B.Son`s,мебельная мануфактура,Мебель на заказ; Мебель для ванных комнат; Мебель для кухни; Детская мебель; Офисная мебель; Корпусная мебель,"Героя России Яковлева А.В. улица, 17",компания Идея Свет,454080,Манхэттен жилой комплекс,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,,,89292070006,,,,,http://bsons.ru/?utm_source=2gis,http://t.me/bsons74,,,https://vk.com/bsons74,https://wa.me/79292070006,,,,,,https://t.me/+79292070006,,,,55.171985,61.36021,https://2gis.com/firm/70000001110717913,branch
B.Son`s,мебельная мануфактура,Мебель на заказ; Мебель для ванных комнат,"улица Академика Королёва, 23",2 этаж; компания ИнтерьерHouse&Первая Фабрика Фасадов,454004,Тополиная аллея м-н,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+05:00,,,89292070006,,,,,http://bsons.ru/?utm_source=2gis,http://t.me/bsons74,,,https://vk.com/bsons74,https://wa.me/79292070006,,,,,,https://t.me/+79292070006,,,,55.161546,61.296593,https://2gis.com/firm/70000001110717149,branch
B.Son`s,мебельная мануфактура,Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Офисная мебель; Детская мебель; Садово-парковая мебель,"улица Кислицина, 89",2 этаж,454018,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00,+05:00,5.0,1,89292070006,,,,,http://bsons.ru/?utm_source=2gis,http://t.me/bsons74,,,https://vk.com/bsons74,https://wa.me/79292070006,,,,,,https://t.me/+79292070006,,,,55.179101,61.363557,https://2gis.com/firm/70000001095496176,branch
B.Son`s,мебельная мануфактура,Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Офисная мебель; Ремонт мебели; Детская мебель; Садово-парковая мебель,"Кожзаводская улица, 100Б",2 этаж,454084,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+05:00,5.0,30,89292070006,,,,,http://bsons.ru/?utm_source=2gis,http://t.me/bsons74,,,https://vk.com/bsons74,https://wa.me/79292070006,,,,,,https://t.me/+79292070006,,,,55.195534,61.39752,https://2gis.com/firm/70000001063811823,branch
Boneri,мебельная компания,Мебель на заказ; Офисная мебель; Мягкая мебель; Ремонт мебели; Детская мебель,"Сталелитейная улица, 34а",,454081,Нижний Плановый квартал,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,1,89511178479,,,,,,,,,https://vk.com/bed_boneri,https://wa.me/79511178479,,,viber://chat/?number=79511178479,,,https://t.me/+79511178479,,,,55.190467,61.428021,https://2gis.com/firm/70000001082372413,branch
Calligaris,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Ковры; Мебель для кухни; Дизайн интерьеров; Жалюзи,"проспект Ленина, 66",1 этаж,454080,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 11:00-17:00,+05:00,5.0,6,89925157025,83517011666 (единый номер: пн-пт 10:00-18:00; сб 11:00-17:00),,,,http://t.me/salondivo,,,,https://vk.com/salondivo174,,,,,,,,,,,55.160295,61.378636,https://2gis.com/firm/70000001032937278,branch
Cesar,производственная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Труда, 185а",219 секция; 2 этаж,454080,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.7,24,89080444416,89127920096,,,,,,,,,https://wa.me/79127920096,,,,,,,,,,55.169176,61.373668,https://2gis.com/firm/70000001063030385,branch
Coliseum,компания по производству элитных деревянных изделий,Мебель на заказ; Интерьерные лестницы; Корпусная мебель; Межкомнатные двери; Стеновые панели,"Новороссийская улица, 3",,454139,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,1,89193213143,,,,,,,,,https://vk.com/coliseum.wood,https://wa.me/79193213143,,,,,,,,,,55.097212,61.493182,https://2gis.com/firm/70000001028044718,branch
Coupe Group,,Мебель на заказ; Корпусная мебель,"Сормовская улица, 19",,454074,Верхний Плановый квартал,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 11:00-17:00; Вс: 11:00-17:00,+05:00,,,,,,,,,,,,,,,,,,,,,,,55.192621,61.442027,https://2gis.com/firm/70000001101157160,branch
dana174.ru,компания по изготовлению и установке металлоконструкций,Мебель на заказ; Заборы и ограждения; Входные двери; Кованые изделия; Металлоконструкции для строительства; Садово-парковая мебель; Металлическая мебель; Металлоизделия,"Линейная улица, 92",1 этаж,454079,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+05:00,5.0,3,83512359112,89080859112,,,,,,,,,https://wa.me/79080859112,,,,,,,,,,55.159009,61.495084,https://2gis.com/firm/2111590606371324,branch
DanilMaster74,столярная мастерская,Мебель на заказ; Детская мебель; Мебель для кухни; Корпусная мебель; Садово-парковая мебель,"Шершнёвская улица, 19",,454100,Градский Прииск пос.,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,4.0,4,89026115699,,,,,http://t.me/danilmaster74,,,,https://vk.com/joinery74,https://wa.me/79026115699,,,,,,,,,,55.17743,61.277871,https://2gis.com/firm/70000001081050931,branch
Deco-m,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"улица Дзержинского, 110/1",1 этаж,454078,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,1.2,3,83512482952,,,,,,,,,,,,,,,,,,,,55.133586,61.433221,https://2gis.com/firm/2111591606640666,branch
Deco-room,фирма по продаже мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель; Матрасы; Металлическая мебель; Офисная мебель; Детская мебель; Мебель для кухни; Мебель для ванных комнат; Ремонт мебели,"Центральная улица, 3Б/10",второе крыльцо,454902,Шершни пос.,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00 (по предварительной записи),+05:00,5.0,6,89292074063,,,,,,,,,https://vk.com/divannazakaz174,https://wa.me/79292074063,,,viber://chat/?number=79292074063,,,https://t.me/+79292074063,,,,55.150877,61.305324,https://2gis.com/firm/70000001060693533,branch
Decorum,мебельный салон,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Офисная мебель; Детская мебель; Мебель для ванных комнат; Матрасы; Аксессуары для ванных комнат; Сувениры; Керамические изделия; Ковры,"улица Курчатова, 25",цокольный этаж,454020,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+05:00,2.2,6,83512324050,89525131111,,,,,,,,,https://wa.me/79525131111,,,viber://chat/?number=79525131111,,,,,,,55.152207,61.383224,https://2gis.com/firm/2111590606309248,branch
Deniko74,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Ударная улица, 7а",,454053,Локомотивный пос.,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+05:00,5.0,3,89507348884,,,,,,,,,https://vk.com/deniko74,https://wa.me/79507348884,,,viber://chat/?number=79507348884,,,https://t.me/+79507348884,,,,55.117112,61.394217,https://2gis.com/firm/70000001006937586,branch
DiOne,магазин мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Матрасы,"Сиреневая улица, 388",,456509,Жилая застройка Полёт,,,Сосновский муниципальный округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-15:00,+05:00,,,89127702885,89954602885,,,,,,,,,https://wa.me/79954602885,,,viber://chat/?number=79954602885,,,,,,,55.104789,61.197306,https://2gis.com/firm/70000001105337452,branch
Disloft,компания по изготовлению лофт-мебели,"Мебель на заказ; Мебель для кухни; Садово-парковая мебель; Офисная мебель; Мангалы, коптильни, тандыры",,,454081,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,,,89630842826,,,,,http://t.me/disloft74,,,,https://vk.com/disloft,https://wa.me/79630842826,,,,,,,,,,55.203044,61.457019,https://2gis.com/firm/70000001106074166,branch
Elegant Wood,,Мебель на заказ; Офисная мебель; Детская мебель; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель,"улица Самохина, 192/9",,454079,Чурилово м-н,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,8,89000809243,89518109298,,,,,,,,https://vk.com/elegant_wood74,https://wa.me/79000809243,,,viber://chat/?number=79000809243,,,https://t.me/+79518109298,,,,55.164825,61.5195,https://2gis.com/firm/70000001091492941,branch
Esmo-mebel,,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни,"Бобруйская улица, 33",,454129,Первый Плановый пос.,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+05:00,,,89191151747,,,,,,,,,https://vk.com/esmo74,,,,,,,,,,,55.120229,61.445457,https://2gis.com/firm/70000001113869310,branch
EV-Mebel,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель,"проспект Победы, 325",35 сектор; 3 этаж,454128,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,1.7,7,89511215544,,,,,,,,,,,,,,,,,,,,55.182322,61.293513,https://2gis.com/firm/70000001020845291,branch
Evocom,мебельная фирма,Мебель на заказ; Мягкая мебель,"Северо-Крымская улица, 18",,454106,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,6,89028945234,89507490683,,,,,,,,https://vk.com/evocom74,https://wa.me/79507490683,,,,,,,,,,55.195059,61.367205,https://2gis.com/firm/70000001094154555,branch
Exclusive,магазин мебели,Мебель на заказ; Корпусная мебель,"улица 9 Января, 26",,456550,,,Коркино,Коркинский муниципальный округ,Челябинская область,Россия,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30; Сб: 10:00-17:00; Вс: 10:00-16:00,+05:00,5.0,1,89000207523,83515230019,,,,,,,,https://vk.com/public168213164,,,,,,,,,,,54.891408,61.399069,https://2gis.com/firm/70000001062387244,branch
Expert кухни,магазин мебели и аксессуаров для кухни,Мебель на заказ; Мебель для кухни; Корпусная мебель; Изделия из камня для помещений,"Свердловский тракт, 1ж",3/35 секция; 2 этаж,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30; Сб: 10:00-18:30; Вс: 10:00-18:30 (по предварительной записи),+05:00,4.6,11,89000608820,,,,,,,,,https://vk.com/kuhniexpert74,https://wa.me/79000608820,,,,,,,,,,55.234949,61.369352,https://2gis.com/firm/70000001065053387,branch
Family,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Детская мебель; Мебель для кухни,"улица Худякова, 12",91 секция; 2 этаж; правое крыло,454048,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:30-19:30; Вт: 10:30-19:30; Ср: 10:30-19:30; Чт: 10:30-19:30; Пт: 10:30-19:30; Сб: 10:30-19:30; Вс: 10:30-19:30,+05:00,3.0,2,89518057504,89935481630,,,,,,,,https://vk.com/family_meb,https://wa.me/79518057504,https://wa.me/79935481630,,viber://chat/?number=79518057504,,,https://t.me/+79518057504,,,,55.14803,61.372857,https://2gis.com/firm/2111591606674484,branch
Fanelli,интерьерный салон,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Мягкая мебель; Мебель для ванных комнат; Мебель для учебных учреждений; Детская мебель,"улица Чичерина, 22",59 сектор; 1 этаж,454100,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,83512702656,,,,,,,,,https://vk.com/fanellivk,https://wa.me/79226335455,,,viber://chat/?number=79226335455,,,,,,,55.183886,61.2869,https://2gis.com/firm/70000001007292688,branch
FH мебель,,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни,"проспект Ленина, 2а",,454007,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:30; Вт: 09:00-17:30; Ср: 09:00-17:30; Чт: 09:00-17:30; Пт: 09:00-17:30,+05:00,,,89024408224,,,,,,,,,,,,,,,,,,,,55.159491,61.477373,https://2gis.com/firm/70000001114309750,branch
Forest Design,столярная мастерская по изготовлению мебели из массива,Мебель на заказ; Стеновые панели; Мебель для кухни; Корпусная мебель; Мебель для общественного питания; Детская мебель; Мебель для ванных комнат; Интерьерные лестницы,"Городская улица, 47","1 этаж; синие ворота без вывески, дальше пройти через двор до коричневой двери - это вход",454100,Градский Прииск пос.,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,89191178042,,,,,,,,,https://vk.com/forestdesign74,https://wa.me/79191178042,,,,,,,,,,55.183633,61.266939,https://2gis.com/firm/70000001079108460,branch
