Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Компания по изготовлению корпусной мебели на заказ,,Мебель на заказ; Корпусная мебель,"Первомайская улица, 140",1 этаж,630080,,Первомайский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+07:00,3.3,3,89039058105,89039988084,,,,,,,,,https://wa.me/79039988084,,,,,,,,,,54.968661,83.105419,https://2gis.com/firm/70000001067932154,branch
Компания по изготовлению лестниц и мебели,,Мебель на заказ; Мебель для кухни; Интерьерные лестницы,"1-й Бакинский переулок, 13",,633203,Шипуново м-н,,Искитим,Искитим городской округ,Новосибирская область,Россия,Пн: 12:00-16:00; Вт: 12:00-16:00; Ср: 12:00-16:00; Чт: 12:00-16:00; Пт: 12:00-16:00,+07:00,,,89039386881,,,,,,,,,https://vk.com/drevsib,,,,,,,,,,,54.597153,83.320267,https://2gis.com/firm/70000001076756096,branch
Компания по изготовлению мебели,,Мебель на заказ; Корпусная мебель; Мебельная фурнитура,"Садовая улица, 25",,633520,,,Черепаново,Черепановский район,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,,,89231389479,,,,,,,,,https://vk.com/id188146031,https://wa.me/79231389479,,,,,,,,,,54.233872,83.35949,https://2gis.com/firm/70000001029154558,branch
Компания по изготовлению мебели лофт и лёгких металлокаркасов,,Мебель на заказ; Металлическая мебель,"Гоголя, 7",,630554,,,,Новосибирский район,Новосибирская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+07:00,,,89231324768,,,,,,,,,https://vk.com/clubmetalokorkasloft,,,,,,,,,,,54.961873,83.186919,https://2gis.com/firm/70000001102804304,branch
Компания по изготовлению мебели на заказ,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Светопрозрачные конструкции; Офисная мебель; Мебель для ванных комнат; Перегородки; Детская мебель; Ремонт мебели; Мебель для салонов красоты,"Станционная улица, 43 к2",702 офис,630096,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00; Вс: 08:00-17:00 (по предварительной записи),+07:00,3.2,9,89830090121,,,,,,,,,https://vk.com/mebelnazakaznsknso,https://wa.me/79830090121,,,,,,https://t.me/+79830090121,,,,54.995597,82.836789,https://2gis.com/firm/70000001101803134,branch
Компания по изготовлению мебели на заказ,,Мебель на заказ; Корпусная мебель,"Толмачёвская улица, 25/1",,630052,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+07:00,4.8,13,89137778305,,,,,,,,,,,,,,,,,,,,54.958852,82.816943,https://2gis.com/firm/70000001097295262,branch
Компания по изготовлению мебели на заказ под ключ,,Мебель на заказ; Корпусная мебель,"Промышленная улица, 6/1",1 этаж,630040,,,,Новосибирский район,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,3,89237751190,,,,,http://t.me/mebel_nsk_ss,,,,https://vk.com/club50036990,https://wa.me/79237751190,,,,,,,,,,55.130207,82.896251,https://2gis.com/firm/70000001101349556,branch
Компания по изготовлению мебели под заказ,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель; Мебель для ванных комнат,"Шоссейная улица, 21",,630534,,,,Новосибирский район,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,5.0,23,89538069001,,,,,,,,,,https://wa.me/79538069001,,,,,,,,,,55.138887,82.841094,https://2gis.com/firm/70000001018701264,branch
Компания по изготовлению мебели с эффектом старения,,Мебель на заказ; Садово-парковая мебель; Мебель для общественного питания; Ландшафтный дизайн; Интерьерные лестницы,"Берёзовая улица, 12",,630555,,,,Новосибирский район,Новосибирская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+07:00,,,89137368257,,,,,,,,,,https://wa.me/79137368257,,,,,,,,,,54.822588,82.840607,https://2gis.com/firm/70000001019508944,branch
Компания по изготовлению мягкой мебели,ИП Куражов Е.В.,Мебель на заказ; Мягкая мебель,"улица Связистов, 12а к15",1 этаж,630120,Западный м-н,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,,,89137814621,,,,,,,,,,,,,,,,,,,,54.986968,82.830126,https://2gis.com/firm/70000001108936062,branch
Компания по изготовлению мягкой мебели на заказ,,Мебель на заказ; Мягкая мебель,"Софийская улица, 16 к5",1 этаж,630056,ОбьГЭС м-н,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,1,89237069392,,,,,,,,,,,,,,,,,,,,54.84523,82.948478,https://2gis.com/firm/70000001105084553,branch
Компания по изготовлению столов из эпоксидной смолы,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Троллейная улица, 144",,630107,Юго-Западный ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,,,89137874464,,,,,,,,,,,,,,,,,,,,54.964109,82.845824,https://2gis.com/firm/70000001113372084,branch
Компания по изготовления мебели на заказ,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Ремонт мебели,"улица Королёва, 40 к1",218 помещение; 2 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,,,89607880344,,,,,,,,,,https://wa.me/79138990344,,,,,,https://t.me/+79607880344,,,,55.058312,82.962176,https://2gis.com/firm/70000001099315211,branch
Комфорт,мебельный салон,Мебель на заказ; Мягкая мебель; Детская мебель; Мебель для кухни; Корпусная мебель; Офисная мебель; Матрасы,"улица Бориса Богаткова, 208/1",цокольный этаж,630089,Золотая Нива м-н,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.6,60,89137660707,,,,,,,,,,https://wa.me/79137660707,,,,,,,,,,55.035473,82.975474,https://2gis.com/firm/70000001030285153,branch
Комфорт-м,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель,"Северный проезд, 12/31",1 этаж,630088,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,2.7,7,89537986728,,,,,,,,,,,,,,,,,,,,54.952374,82.915088,https://2gis.com/firm/70000001036382503,branch
Контакт,Производственная компания,Мебель на заказ; Корпусная мебель; Облицовочный камень; Мягкая мебель,"Станционная улица, 32 к13",1 этаж,630108,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,5.0,1,89039017712,,,,,,,,,,https://wa.me/79039017712,,,,,,,,,,55.001677,82.855241,https://2gis.com/firm/141265769709239,branch
Континент Мебели,,Мебель на заказ; Мебель для кухни; Корпусная мебель,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,,+07:00,5.0,6,89994306677,,,,,,,,,https://vk.com/mebel_888_54,,,,,,,,,,,,,https://2gis.com/firm/70000001110104683,branch
Корона,мебельная фабрика,Мебель на заказ; Мягкая мебель; Детская мебель; Мебель для кухни,"Волочаевская улица, 132",,630124,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,5.0,6,89134751199,,,,,,,,,,https://wa.me/79134751199,,,,,,https://t.me/mebelcorona,,,,55.047228,83.008689,https://2gis.com/firm/70000001069475025,branch
Корпус мебель,студия изготовления кухни на заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Кирова, 82",216 офис; 2 этаж,630102,Восход ж/м,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительной записи: пн-вс),+07:00,4.5,31,89675552779,,,,,,,,,https://vk.com/korpus_mebel_nsk,https://wa.me/79675552779,,,,,,,,,https://youtube.com/channel/UCT08TQSG8RyIc5qyCPF37jw,55.014439,82.948068,https://2gis.com/firm/70000001057726231,branch
Красный Ёж,компания по производству мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Детская мебель; Офисная мебель; Мебельные фасады,"Большевистская улица, 109 к1",,630009,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+07:00,5.0,13,89133865651,89538639988,,,,,,,,https://vk.com/club229724315,https://wa.me/79133865651,https://wa.me/79538639988,,,,,https://t.me/+79538639988,https://t.me/+79133865651,,,55.005231,82.949211,https://2gis.com/firm/70000001092443096,branch
Кратос,,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Детская мебель; Мебель для ванных комнат,"Гипсовая улица, 3 к1",12 офис; 2 этаж,630001,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00 (по предварительной записи: сб),+07:00,4.2,5,89513863828,83832133814,89139853814,,,,,,,,https://wa.me/79513863828,https://wa.me/79139853814,,viber://chat/?number=79139853814,,,https://t.me/+79513863828,,,,55.051819,82.877968,https://2gis.com/firm/70000001032184519,branch
Крафт Мебель,компания по производству корпусной мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Торгово-выставочное оборудование; Детская мебель; Офисная мебель,"улица Королёва, 40 к1",1 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+07:00,5.0,10,89231742255,,,,,,,,,https://vk.com/kraftmebel54,,,,,,,https://t.me/+79231742255,,,,55.057468,82.960506,https://2gis.com/firm/70000001068069040,branch
Крепкая Мебель,компания по производству мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Турухановская улица, 30 к1",,630901,Пашино м-н,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 09:00-12:00, 13:00-20:00; Вт: 09:00-12:00, 13:00-20:00; Ср: 09:00-12:00, 13:00-20:00; Чт: 09:00-12:00, 13:00-20:00; Пт: 09:00-12:00, 13:00-20:00",+07:00,5.0,1,83833315505,,,,,,,,,,https://wa.me/79039315505,,,,,,,,,,55.168099,82.975209,https://2gis.com/firm/70000001037533304,branch
Кровати Нск,,Мебель на заказ; Мягкая мебель; Матрасы; Корпусная мебель; Детская мебель,"улица Менделеева, 3",1 этаж,630110,Богдана Хмельницкого м-н,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,16,89607826161,,,,,,,,,https://vk.com/krovatinsk,https://wa.me/79607826161,,,,,,https://t.me/+79607826161,,,,55.074195,82.960504,https://2gis.com/firm/70000001090795684,branch
Легенда,,Мебель на заказ; Изделия из камня для помещений; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель; Офисная мебель,"Карьермочищенская улица, 10",100 офис; 1 этаж,630040,,,,Новосибирский район,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительному звонку),+07:00,4.9,8,89513888400,,,,,,,,,,https://wa.me/79513888400,,,,,,,,,,55.130188,82.919448,https://2gis.com/firm/70000001054099282,branch
Лик,мебельная мастерская,Мебель на заказ; Корпусная мебель,"улица Гоголя, 224",3 офис; 1 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-15:00,+07:00,5.0,2,83833801320,89139131140,,,,,,,,,https://wa.me/79139131140,,,,,,,,,,55.051079,82.972865,https://2gis.com/firm/141265770264730,branch
Лисмебель,магазин,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Офисная мебель; Детская мебель; Матрасы; Стеновые панели,"Советская улица, 9",2 этаж,633261,,,,Ордынский район,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,,,89930161322,,,,,,,,,https://vk.com/mirmebeli_ord,https://wa.me/79930165021,,,,,,https://t.me/+79134685221,,,,54.36451,81.903749,https://2gis.com/firm/70000001113580285,branch
Магазин мягкой мебели,,Мебель на заказ; Мягкая мебель,"Северный проезд, 12/31",1 этаж,630088,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,5.0,1,83832860281,,,,,,,,,,,,,,,,,,,,54.952771,82.915419,https://2gis.com/firm/70000001063511120,branch
Магия Акрила,производственная компания,Мебель на заказ; Изделия из камня для помещений; Мебель для общественного питания; Облицовочные материалы для мебели,"Большевистская улица, 177/24",1 этаж,630083,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+07:00,4.6,18,83832870345,89059450001,89130060345,,,,,,,,https://wa.me/79059450001,,,,,,,,,,54.993566,82.97573,https://2gis.com/firm/70000001006481279,branch
Макаровъ,мебельная фабрика,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Мебельные фасады,"улица Петухова, 79 к4",,630119,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительному звонку),+07:00,3.5,4,83832559635,,,,,,,,,,,,,,,,,,,,54.941504,82.933716,https://2gis.com/firm/141265769938697,branch
Мастерская дизайна и мебели,,Мебель на заказ; Дизайн интерьеров; Корпусная мебель,"Станционная улица, 60/1 к86",1 этаж,630096,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00,+07:00,,,83832349169 (дизайнер),,,,,,,,,https://vk.com/mdimebel,https://wa.me/73832349169,,,,,,https://t.me/sdesign54_bot,,,,55.000945,82.817728,https://2gis.com/firm/70000001047931954,branch
Мастерская мебели,,Мебель на заказ; Мебель для кухни; Ремонт мебели,"Студенческая улица, 2",,630123,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+07:00,,,89384241807,,,,,,,,,,,,,,,,,,,,55.079282,82.893838,https://2gis.com/firm/70000001113655020,branch
Мастерская по дереву,,Мебель на заказ; Мебель для кухни,"Социалистическая улица, 67",1 этаж,630024,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 11:00-12:00, 13:00-20:00; Вт: 11:00-12:00, 13:00-20:00; Ср: 11:00-12:00, 13:00-20:00; Чт: 11:00-12:00, 13:00-20:00; Пт: 11:00-12:00, 13:00-20:00; Сб: 11:00-12:00, 13:00-20:00 (по предварительному звонку)",+07:00,5.0,7,89965433005,,,,,,,,,,https://wa.me/79965433005,,,,,,https://t.me/+79965433005,,,,54.974628,82.922287,https://2gis.com/firm/70000001086995942,branch
Мастерская по изготовлению и ремонту мебели,,Мебель на заказ; Корпусная мебель,"Пролетарская улица, 271/2а",,630126,Ключ-Камышенское плато м-н,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00 (по предварительному звонку: пн-вс),+07:00,,,89513960832,,,,,,,,,,https://wa.me/79513960832,,,,,,,,,,54.992986,83.042269,https://2gis.com/firm/70000001063437427,branch
Мастерская по работе с эпоксидной смолой,,Мебель на заказ; Курсы творчества для взрослых; Курсы творчества для детей; Стеновые панели; Товары для творчества; Организация праздников; Корпусная мебель; Мебель для кухни; Офисная мебель; Новогодние товары; Мебель для салонов красоты,"улица Мичурина, 12а",407-2 офис; 4 этаж,630091,,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+07:00,5.0,8,89232570177,,,,,http://t.me/epox_pav_nsk,,,,https://vk.com/epox_yresin,https://wa.me/79232570177,,,,,,https://t.me/+79232570177,https://t.me/viktorovna3a,https://t.me/epox_yresin,,55.041483,82.922303,https://2gis.com/firm/70000001045259881,branch
Мастерская по реставрации и изготовлению мебели,,Мебель на заказ; Ремонт мебели; Корпусная мебель,"Кубовая улица, 113 к3",19 бокс,630040,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00 (по предварительному звонку),+07:00,,,89139870972,,,,,,,,,,,,,,,,,,,,55.125595,82.891183,https://2gis.com/firm/70000001051943610,branch
Мастерская сварочных работ аргоном,,Мебель на заказ; Сварочные работы,,,630040,,,,Новосибирский район,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,5.0,8,89951014681,,,,,,,,,https://vk.com/club154082284,,,,,,,,,,,55.127796,82.902561,https://2gis.com/firm/70000001114260877,branch
Мдф-Технологии,производственная компания по изготовлению крашенных мебельных фасадов,"Мебель на заказ; Мебельные фабрики; Мебельные фасады; Ремонт мебели; Мебель для ванных комнат; Корпусная мебель; Мебель для кухни; ЛДСП, ДВПО, МДФ","улица Королёва, 40 к1",236 офис; 2 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,5.0,17,89607926858,,,platonovgv@mail.ru,,,,,,,https://wa.me/79607926858,,,,,,https://t.me/+79607926858,,,,55.058312,82.962176,https://2gis.com/firm/70000001041642077,branch
Мебелев-нск.рф,производственная компания,Мебель на заказ; Мебельные фасады; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Сибиряков-Гвардейцев, 74/4",1 этаж,630106,Затулинский ж/м,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-16:00 (по предварительной записи: пн-сб),+07:00,5.0,12,89134788442,,,,,,,,,,https://wa.me/79134788442,,,,,,,,,,54.933275,82.895805,https://2gis.com/firm/70000001023978601,branch
Мебелина,компания по изготовлению мебели,Мебель на заказ; Мебель для кухни; Детская мебель; Корпусная мебель,"Красная Сибирь, 115",3 этаж,633009,,,Бердск,Бердск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-17:00 (по предварительному звонку),+07:00,4.9,13,89232472718,,,,,,,,,https://vk.com/mebelina_nsk,https://wa.me/79232472718,,,,,,,,,,54.747614,83.060306,https://2gis.com/firm/141265771175673,branch
МебелКомфорт,,"Мебель на заказ; Распиловка древесины; Детская мебель; ЛДСП, ДВПО, МДФ; Корпусная мебель","улица Богдана Хмельницкого, 118/1",,630027,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 07:00-16:00; Вт: 07:00-16:00; Ср: 07:00-16:00; Чт: 07:00-16:00; Пт: 07:00-16:00,+07:00,,,89139540196,,,,,,,,,,,,,,,,,,,,55.104488,82.985007,https://2gis.com/firm/70000001113897536,branch
МебелСиб,компания по производству мебели,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Изделия из камня для помещений; Мебель для кухни,"улица Авиастроителей, 55а",,630084,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,8,89139311214,,,,,,,,,,https://wa.me/79139311214,,,,,,,,,,55.081059,82.985172,https://2gis.com/firm/70000001025117340,branch
Мебель Lux,,Мебель на заказ; Корпусная мебель,"улица Объединения, 3а/2",,630020,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-16:00 (по предварительному звонку),+07:00,5.0,5,89639493662,,,,,,,,,https://vk.com/mebel_54_nsk,https://wa.me/79639493662,,,,,,,,,,55.092521,82.949207,https://2gis.com/firm/70000001069040620,branch
Мебель Mix,выездная производственная мебельная компания,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для учебных учреждений; Мебель для кухни,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00",+07:00,5.0,2,89039005526,,,,,,,,,,https://wa.me/79039005526,,,,,,,,,,,,https://2gis.com/firm/141265770606584,branch
Мебель Братьев Белоусовых,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Чукотская улица, 2 стр 11",,630024,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Вс: 09:00-18:00,+07:00,5.0,17,89993220243,,,mbb.nsk@mail.ru,,,,,,https://vk.com/mebelmbb54,https://wa.me/79993220243,,,,,,https://t.me/mebelbraz,,,,54.95923,82.88875,https://2gis.com/firm/70000001101155052,branch
Мебель в дом.рф,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель,"Станционная улица, 32 к13",2 этаж,630108,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00",+07:00,,,89538842299,,,,,http://t.me/mebel_v_dom_rf,,,,https://vk.com/mebelvdom_rf,,,,,,,https://t.me/Mebel_V_dom_rf,,,,55.001678,82.853557,https://2gis.com/firm/70000001110704790,branch
Мебель Декор,салон мебели,Мебель на заказ; Мягкая мебель; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы,"Выборная улица, 142",цокольный этаж,630126,Энергостроителей ж/м,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,5.0,6,89231559052,,,,,,,,,https://vk.com/mebeldecor_154,https://wa.me/79231117052,,,,,,,,,,55.002365,83.019709,https://2gis.com/firm/70000001114308973,branch
Мебель Декор,салон мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы,"Красных Зорь, 1/3",2 этаж,630129,Снегири ж/м,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,5.0,14,89231117052,,,,,,,,,https://vk.com/mebeldecor_154,https://wa.me/79231117052,,,,,,,,,,55.109748,82.966219,https://2gis.com/firm/70000001099050516,branch
