Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Bau home,студия мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель,"Сормовская улица, 10а",,350018,КСК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,5.0,1,89184442003,89649056480,,,,,,,,,https://wa.me/79184442003,,,,,,,,,,45.021492,39.063865,https://2gis.com/firm/70000001069629837,branch
Belwood,торгово-производственная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Матрасы,"Автомобильная улица, 3",2 этаж,350072,им. Петра Метальникова м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,4.6,27,89284258603,89183111073,,,,http://t.me/belwoodmebelkrd,,,,,,,,,,,https://t.me/belwoodmebelkrd,,,,45.093804,38.992705,https://2gis.com/firm/70000001044543508,branch
BestMebel,магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель,"Уральская улица, 79/1",0 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,,,88005001387,89615093107,,,,http://bestmebelshop.ru/?utm_source=2gis&utm_medium=cpc&utm_campaign=katalog&utm_content=button,,,,,https://wa.me/79615093107,,,,,,https://t.me/+79615093107,,,,45.03473,39.052898,https://2gis.com/firm/70000001089660236,branch
Bjasso,,Мебель на заказ; Светотехника; Ковры; Корпусная мебель; Мягкая мебель,"Октябрьская улица, 23",,385230,,,,Теучежский район,Республика Адыгея,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,,,89674444462,,,,,,,,,,https://wa.me/79284731668,,,,,,,,,,44.888968,39.378951,https://2gis.com/firm/70000001099270218,branch
Bolo Сoncept,магазин,Мебель на заказ; Мебель для ванных комнат; Стекло и зеркала; Сантехника; Мебель для кухни; Корпусная мебель; Аксессуары для ванных комнат,"Дальний проезд, 11 к1",2 этаж,350051,Фестивальный м-н,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,4.0,4,89282362455,,,,,,,,,https://vk.com/bolo.concept,https://wa.me/79282362455,,,,,,https://t.me/+79282362455,,,,45.06179,38.964332,https://2gis.com/firm/70000001060989804,branch
Buro,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица Дзержинского, 100",3 этаж,350019,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,2.0,2,89604721541,,,,,http://t.me/buro_designstudio,,,,,https://wa.me/79184314700,https://wa.me/79184317010,https://wa.me/79184319500,,,,,,,,45.102367,38.984679,https://2gis.com/firm/70000001037782837,branch
Campana home,магазин мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Сормовская улица, 7/8",,350018,КСК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,,+03:00,,,89883871114,,,,,http://ch.ru/?utm_source=2gis,,,,https://vk.com/campanahome,,,,,,,https://t.me/CampanaHomeBot,,,,45.024649,39.061682,https://2gis.com/firm/70000001114765343,branch
Campana home,магазин мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Стасова, 182",1 этаж,350075,ХБК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,4,89510450415,,,,,http://ch.ru/?utm_source=2gis,,,,https://vk.com/campanahome,https://wa.me/79892106801,,,,,,https://t.me/CampanaHomeBot,,,,45.028182,39.045224,https://2gis.com/firm/70000001101342845,branch
Campana home,магазин мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Дзержинского, 100",3 этаж,350019,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.5,16,89186570055,,,,,http://ch.ru/?utm_source=2gis,,,,https://vk.com/campanahome,https://wa.me/79186570055,,,,,,https://t.me/CampanaHomeBot,,,,45.102754,38.984762,https://2gis.com/firm/70000001095038709,branch
Campana home,магазин мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Уральская улица, 79/1",0 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.4,18,89892106801,,,,,http://ch.ru/?utm_source=2gis,,,,https://vk.com/campanahome,,,,,,,https://t.me/CampanaHomeBot,,,,45.034867,39.053078,https://2gis.com/firm/70000001084339272,branch
Casa Decor,бутик штор,Мебель на заказ; Портьерные ткани и шторы; Жалюзи; Карнизы; Мягкая мебель,"Степная улица, 1/1 лит4",1 этаж,350005,Демьяна Бедного ж/м,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,,,89181648444,89014933313,,,,,,,,https://vk.com/casa_decor,https://wa.me/79181648444,https://wa.me/79014933313,,,,,https://t.me/+79014933313,https://t.me/+79181648444,https://t.me/boutiquecasadecor,,45.104562,38.956038,https://2gis.com/firm/70000001084416957,branch
Cavex,,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Мебель для ванных комнат; Мебельные магазины,"Уральская улица, 79/1",,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+03:00,,,89529858973,,,,,,,,,,https://wa.me/79529858973,,,,,,https://t.me/+79529858973,,,,45.033993,39.052223,https://2gis.com/firm/70000001114769712,branch
City,салон мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Офисная мебель,"улица им. В.Д. Артюшкова, 1",цокольный этаж,350016,Московский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительному звонку),+03:00,4.8,23,89182450994,,,,,http://vk.link/citymebel_krd?utm_source=2gis,,,,https://vk.com/citymebel_krd,https://wa.me/79182450994,,,viber://chat/?number=79182450994,,,https://t.me/+79182450994,,,,45.063185,39.013051,https://2gis.com/firm/70000001038464957,branch
Decore мебель,,Мебель на заказ; Мебельная фурнитура; Ткани; Мягкая мебель,"улица Красных Партизан, 303",,350047,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+03:00,4.7,13,89284114646,,,,,,,,,,https://wa.me/79284114646,,,,,,,,,,45.054018,38.940111,https://2gis.com/firm/70000001097402724,branch
Dim Мебель,магазин мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Матрасы,"Богатырская улица, 5/1",,350902,,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,5.0,10,89952262749,,,,,,,,,,https://wa.me/79952262749,,,,,,https://t.me/+79952262749,,,,45.060166,39.111308,https://2gis.com/firm/70000001104921456,branch
Dionis Loft-Studio,студия мягкой мебели,Мебель на заказ; Мягкая мебель,"улица Красных Партизан, 81/2",цокольный этаж,350012,Славянский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,1.0,2,89182137527,,,,,,,,,,https://wa.me/79182137527,,,viber://chat/?number=79182137527,,,https://t.me/+79182137527,,,,45.067959,38.914002,https://2gis.com/firm/70000001055976911,branch
Divan Versan,компания по производству мягкой мебели,Мебель на заказ; Мягкая мебель; Мебель для кухни; Офисная мебель; Матрасы,"Уральская улица, 77/7",4 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+03:00,4.9,31,89183857770,,,,,,,,,,https://wa.me/79183857770,,,,,,https://t.me/+79183857770,,,,45.032697,39.048512,https://2gis.com/firm/70000001079105876,branch
Doors store,"салон входных, межкомнатных дверей и кухонной мебели",Мебель на заказ; Комплектующие для дверей; Межкомнатные двери; Мебель для кухни; Входные двери; Корпусная мебель,"улица им. Героя Яцкова, 9 к2",1 этаж,350022,Губернский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+03:00,4.7,34,88619454404,89034124404,,,,,,,,,https://wa.me/79034124404,,,,,,https://t.me/doors_store,,,https://youtube.com/channel/UCYrkGcxTf6O9-GVaMoAuLFw/featured,45.071115,39.037092,https://2gis.com/firm/70000001034147413,branch
EcoWood,мебельная компания,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни,"3-й Тихорецкий проезд, 3",213 офис; 2 этаж,350059,Восточная промышленная зона м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+03:00,5.0,8,89951238585,,,,,,,,,,,,,,,,https://t.me/+79951238585,,,,45.043319,39.050494,https://2gis.com/firm/70000001100609669,branch
EcoWood,офис,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни,"улица Героев-Разведчиков, 42",цокольный этаж,350028,Восточно-Кругликовский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+03:00,,,89951238085,,,,,,,,,,,,,,,,https://t.me/+79951238585,,,,45.064991,39.033939,https://2gis.com/firm/70000001097393278,branch
Eko Кухни,магазин по продаже мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Офисная мебель; Бытовая техника; Мебель для ванных комнат; Детская мебель; Корпусная мебель,"Шоссейная улица, 81",1 этаж; вход с обратной стороны здания,385142,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+03:00,,,89884795848,,,,,http://t.me/ekokuhni01,,,,,https://wa.me/79884795848,,,,,,https://t.me/+79884795848,,,,45.002871,38.931172,https://2gis.com/firm/70000001084537616,branch
Eliza Mebel,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Мебель для кухни; Корпусная мебель,"улица Стасова, 178/2",1 этаж; магазин Мебель град,350075,ХБК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,,,89892315567,,,,,,,,,,https://wa.me/79892315567,,,,,,https://t.me/+79604935907,,,,45.024509,39.044749,https://2gis.com/firm/70000001057482181,branch
Estetica,салон мебели премиум-класса,Мебель на заказ; Мебельные магазины; Мягкая мебель; Матрасы; Корпусная мебель; Изделия из камня для помещений,"Уральская улица, 79/2",0 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,7,84951524299 (салон),,,,,,,,,,,,,,,,,,,,45.034249,39.052441,https://2gis.com/firm/3237490513400176,branch
Falco Factory,компания по производству декораций и мебели на заказ из металла,Мебель на заказ; Металлическая мебель; Сценические декорации и бутафория; Мебель для кухни,"улица Демуса, 48",,350080,Восточная промышленная зона м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительной записи),+03:00,,,89034484415,,,,,,,,,,https://wa.me/79034484415,,,,,,https://t.me/+79034484415,,,,45.047604,39.089474,https://2gis.com/firm/70000001090768813,branch
Forma,салон,Мебель на заказ; Мебель для кухни; Мягкая мебель; Корпусная мебель; Портьерные ткани и шторы; Домашний текстиль; Ароматовары,"Рашпилевская улица, 179/1",1 этаж,350020,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,5.0,1,89883591969 (отдел тканей),89884630463 (отдел мебели и света),88612785051,,,,,,,,https://wa.me/79884630463,,,,,,,,,,45.045918,38.975179,https://2gis.com/firm/3237490513257655,branch
GarageComposite,мастерская по изготовлению столов из массива дерева под заказ,Мебель на заказ; Корпусная мебель,,большое граффити на воротах,350090,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00,+03:00,5.0,1,89528543703,,,,,,,,,https://vk.com/composite23,https://wa.me/79528543703,,,,,,,,,,45.077534,38.971438,https://2gis.com/firm/70000001082363478,branch
Gin-мебель,магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Матрасы; Мебель для кухни; Мебель для ванных комнат; Детская мебель,"Кореновская, 36",8 офис; 2 этаж,350005,2-я Площадка м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (по предварительному звонку),+03:00,5.0,22,89898587729,89181512391,,,,,,,,https://vk.com/gin_mebel,https://wa.me/79898587729,https://wa.me/79181512391,,,,,https://t.me/+79181512391,https://t.me/+79898587729,,,45.097456,38.977981,https://2gis.com/firm/70000001063029993,branch
Hoff,склад,Мебель на заказ; Мебельные магазины; Мягкая мебель; Офисная мебель; Детская мебель; Мебель для кухни; Бескаркасная мебель; Бытовая химия; Карнизы; Керамические изделия; Ковры; Кондитерский инвентарь; Матрасы; Мебель из стекла; Металлическая мебель; Портьерные ткани и шторы; Домашний текстиль; Посуда; Садово-парковая мебель; Хозтовары; Корпусная мебель; Мебель для ванных комнат,"Восточный обход, 239",,350056,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,2.7,13,88612109696,,,info@hoff.ru,,http://hoff.ru/catalog/actions/jule_promo/?utm_source=2gis&utm_medium=geo&utm_campaign=PR_null_price-promo_rasprodazha-26_07_&utm_term=all_all_all_null_&utm_content=2gis-maps-button_null_static_null,,,,https://vk.com/hoffrus,,,,,,,https://t.me/hoff_inspiration,,,https://youtube.com/user/hoffrussia,45.10068,39.12588,https://2gis.com/firm/70000001025753517,branch
Holz mebel,магазин мебели,Мебель на заказ; Детская мебель; Мебель для кухни; Офисная мебель; Корпусная мебель; Мебель для ванных комнат; Мягкая мебель; Матрасы,"улица им. Героя Яцкова, 19/1",1 этаж,350022,Губернский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительному звонку),+03:00,1.0,1,89180921717,89181633372,,,,,,,,https://vk.com/holz_mebel,,,,,,,https://t.me/+79180921717,,,,45.069907,39.041266,https://2gis.com/firm/70000001064237283,branch
Home design,торговая компания,Мебель на заказ; Дизайн интерьеров; Мебель для кухни; Корпусная мебель; Мягкая мебель; Светотехника,"улица Бабушкина, 246",1 этаж,350020,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-17:00,+03:00,5.0,1,88612156557,,,,,,,,,,https://wa.me/78612156557,,,,,,,,,,45.04711,38.972202,https://2gis.com/firm/3237490513154912,branch
Home mebel,компания по продаже мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Трамвайная улица, 17/а",,350911,,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (по предварительной записи),+03:00,,,89181381434,,,,,,,,,,https://wa.me/79181381434,,,,,,,,,,45.017444,39.068795,https://2gis.com/firm/70000001035485132,branch
Home Vibe,компания по комплектации интерьера для дома,Мебель на заказ; Корпусная мебель; Мягкая мебель; Ароматовары; Детская мебель; Мебель для кухни; Матрасы,"улица Дзержинского, 7",301 офис; 3 этаж,350020,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (по предварительному звонку),+03:00,5.0,2,89184604946,,,,,,,,,https://vk.com/mebelhomevibe,https://wa.me/79184604946,,,,,,https://t.me/+79184604946,,,,45.056561,38.978883,https://2gis.com/firm/70000001083777687,branch
Homebel,мебельный магазин,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мягкая мебель,"Тургеневское шоссе, 8","1 этаж; через магазин Caiman, до конца",385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,5.0,1,89388668383 (отдел продаж),89184339852,,,,,,,,,https://wa.me/79184339852,,,,,,https://t.me/+79184339852,,,,45.024061,38.942919,https://2gis.com/firm/70000001069071499,branch
Horeca23,торгово-производственная компания,Мебель на заказ; Оборудование для общепита; Пищевое оборудование; Мебель для общественного питания,"Сормовская улица, 7",207 офис; 1 этаж,350018,КСК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-16:00 (по предварительной записи),+03:00,,,89186968631,,,,,,,,,https://vk.com/horeca123,https://wa.me/79186968631,,,,,,,,,,45.024634,39.0612,https://2gis.com/firm/70000001018575842,branch
House History,студия авторской мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель,"Первомайская улица, 52",2 этаж,350901,Табачная фабрика м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+03:00,,,89286645157,,,,,http://t.me/house_history,,,,https://vk.com/house_history_ru,https://wa.me/79286645157,,,,,,,,,https://youtube.com/user/houseclip,45.04703,39.016463,https://2gis.com/firm/70000001076828283,branch
Ilan mebel,компания по производству мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,,,,,,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,13,89673007061,,,,,,,,,https://vk.com/ilanmeb,https://wa.me/79673007061,,,,,,,,,,,,https://2gis.com/firm/70000001098531026,branch
Ilimwood,компания по изготовлению мебели,Мебель на заказ; Пило- и лесоматериалы; Деревообработка; Корпусная мебель,"Одесская улица, 48 к15",1 этаж,350015,,Центральный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,,,89186222128,,,,,,,,,,,,,,,,,,,,45.045968,38.989262,https://2gis.com/firm/70000001076816494,branch
InArt,мебельная мастерская,Мебель на заказ; Металлическая мебель,,1 бокс; 1 этаж,350059,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00 (по предварительной записи),+03:00,,,89394661534,,,,,http://t.me/inart_loft,,,,,https://wa.me/79394661534,,,,,,,,,,45.036305,39.030741,https://2gis.com/firm/70000001105180972,branch
Innova,компания по изготовлению мебели на заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Конечная улица, 2",2 этаж,350005,2-я Площадка м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89186198867,,,,,,,,,,,,,,,,,,,,45.095186,38.977193,https://2gis.com/firm/70000001112856254,branch
Insi,салон мебели,Мебель на заказ; Детская мебель; Мебель для кухни; Корпусная мебель; Матрасы,"Меланжевая улица, 23",4 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:30; Вт: 10:00-19:30; Ср: 10:00-19:30; Чт: 10:00-19:30; Пт: 10:00-19:30; Сб: 10:00-19:30; Вс: 10:00-19:30,+03:00,4.8,29,89183997606,,,,,,,,,,https://wa.me/79183997606,,,,,,,,,,45.032697,39.048512,https://2gis.com/firm/70000001040140330,branch
Interstone,компания-поставщик акрилового камня и кварцевого агломерата,Мебель на заказ; Изделия из камня для помещений; Облицовочный камень; Мебель для кухни; Мебель для ванных комнат; Сантехника,"Уральская улица, 98",3 этаж; вход по металлической лестнице,350059,ХБК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,5.0,154,89189821333,,,,,http://t.me/interstone_design,,,,https://vk.com/interstone_russia,https://wa.me/79189821333,,,,,,,,,,45.031462,39.049,https://2gis.com/firm/70000001067596122,branch
Inti,,Мебель на заказ; Мебельные магазины; Мягкая мебель,"Фрунзе, 184",A12 павильон,350000,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,5.0,3,89823637471,89184554611,,,,http://t.me/inti_by,,,,,https://wa.me/79184554611,,,,,,https://t.me/Kira_intiby,,,https://youtube.com/@inti_nteriors,45.039303,38.966758,https://2gis.com/firm/70000001105177040,branch
Isadora,магазин турецкой мебели,Мебель на заказ; Мягкая мебель; Мебель для кухни; Корпусная мебель; Детская мебель; Мебельные магазины,"Тургеневское шоссе, 15/1",3 этаж,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,,,89994112100,89994110024,,,,,,,,,https://wa.me/79994110024,https://wa.me/79994112100,,,,,,,,,45.023702,38.94138,https://2gis.com/firm/70000001076838314,branch
Iva мебель,компания по продаже мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Фрунзе, 186 к2",1 офис; 2 этаж,350000,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 09:00-13:00,+03:00,4.9,25,89615154246,,,,,,,,,,https://wa.me/79615154246,,,,,,https://t.me/+79615154246,,,,45.040364,38.967274,https://2gis.com/firm/70000001075927064,branch
Jesus Woods,столярная мастерская по изготовлению эксклюзивной мебели и предметов интерьера,Мебель на заказ; Корпусная мебель,"Кожевенная улица, 18",2 этаж,350004,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+03:00,,,89384356800,,,,,,,,,https://vk.com/jesuswoods_work,,,,,,,,,,,45.037751,38.939365,https://2gis.com/firm/70000001115344792,branch
