Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Кухни Склад,мебельная компания,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель,,рядом с гипермаркетом Лемана Про,350005,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:30-20:00; Вт: 10:30-20:00; Ср: 10:30-20:00; Чт: 10:30-20:00; Пт: 10:30-20:00; Сб: 10:30-20:00; Вс: 10:30-20:00,+03:00,,,89181965050,,,,,http://kuhnisklad.ru/?utm_source=2gis,,,,https://vk.com/kuhnisklad,https://wa.me/79189985050,,,,,,https://t.me/kuhnisklad,,,,45.106792,38.950422,https://2gis.com/firm/70000001115534730,branch
Кухнипорт,магазин мебели для кухни,Мебель на заказ; Мебель для кухни,"улица Лётчика Позднякова, 2 ст А",,350073,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,89022061888,,,,,,,,,,,,,,,,,,,,45.101803,39.058986,https://2gis.com/firm/70000001102863191,branch
Лев,многопрофильная компания,Мебель на заказ; Ремонт помещений; Монтаж охранно-пожарных систем; Охранные системы; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,,,,,,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,,,89529754975,,,,,,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001029650087,branch
Лев,торгово-производственная фирма,Мебель на заказ; Корпусная мебель; Сварочные работы; Полимерная порошковая окраска,,,353202,,,,Динской район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89604725606,,,,,,,,,,https://wa.me/79604724606,,,,,,,,,,45.204758,39.219863,https://2gis.com/firm/70000001057754677,branch
Лео,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель,"Уральская улица, 77/7",2 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,3.0,4,89094676872,89094676870,,,,,,,,,https://wa.me/79094676872,https://wa.me/79094676870,,,,,https://t.me/+79094676870,,,,45.032697,39.048512,https://2gis.com/firm/70000001036190611,branch
Лига Мебели,компания по производству и продаже мебели,Мебель на заказ; Офисная мебель; Мебель для учебных учреждений; Мебель для кухни; Корпусная мебель,"Северная улица, 63а",,353217,,,,Динской район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,5.0,3,88005114203 (единый номер: пн-пт 9:00-18:00),,,,,http://ligamebeli-kuhni.ru/?utm_source=2gis&utm_medium=referral,http://rossnabs.ru/?utm_source=2gis&utm_medium=referral,,,,https://wa.me/79885231942,,,,,,https://t.me/+79885231942,,,,45.154222,39.026259,https://2gis.com/firm/70000001041508484,branch
Лол,мебельный магазин,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Детская мебель; Матрасы; Мебель для кухни,"Тургеневское шоссе, 11",10 офис; 1 этаж,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,4.9,50,89384206481,89898113663,,,,,,,,,https://wa.me/79384206481,,,,,,,,,,45.02553,38.943462,https://2gis.com/firm/70000001063055829,branch
Лора,компания по изготовлению и перетяжке мебели,Мебель на заказ; Мягкая мебель; Ремонт мебели,"Почтовая улица, 234",,350910,Пашковский м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+03:00,,,89184372038,89186505580,,,,,,,,,,,,,,,,,,,45.016164,39.106208,https://2gis.com/firm/70000001097427156,branch
М-Арт,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат,,,,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+03:00,4.9,37,89145654029,,,,,,,,,,,,,,,,https://t.me/m_artkrd,,,,,,https://2gis.com/firm/70000001060972962,branch
М-Арт,цех,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель из стекла; Мебель для ванных комнат,"Связи, 11Б",32 бокс,385140,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-16:00,+03:00,5.0,1,89145654029,,,,,,,,,,https://wa.me/79145654029,,,,,,https://t.me/+79145654029,,,,44.984138,38.957715,https://2gis.com/firm/70000001063457646,branch
"Магазин замков, мебельной и дверной фурнитуры",,Мебель на заказ; Мебельная фурнитура; Замки и скобяные изделия; Комплектующие для дверей; Комплектующие для окон; Корпусная мебель,"улица Черняховского, 45",2 этаж,353290,Администрация м-н,,Горячий Ключ,Горячий Ключ городской округ,Краснодарский край,Россия,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00; Сб: 10:00-16:00; Вс: 10:00-16:00,+03:00,5.0,1,89180879484,,,,,,,,,,https://wa.me/79180879484,,,,,,,,,,44.632506,39.141592,https://2gis.com/firm/70000001091769527,branch
Магазин Идей,дизайн-студия,Мебель на заказ; Дизайн интерьеров; Ремонт помещений,"Северная улица, 320/4",361 помещение; 3 этаж,350000,Центральный м-н,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (по предварительному звонку),+03:00,,,89884888095,89184400102,,,,,,,,,https://wa.me/79884888095,,,,,,,,,,45.040268,38.968025,https://2gis.com/firm/70000001050103660,branch
Магазин мебели,,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"Советская улица, 63",около рынка,353221,,,,Динской район,Краснодарский край,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+03:00,,,89385470808,,,,,,,,,,,,,,,,,,,,45.348573,39.078271,https://2gis.com/firm/70000001095653688,branch
Магазин мебели,,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Детская мебель; Матрасы; Мебельная фурнитура; Бытовая техника; Мягкая мебель,"Зеленоградская улица, 40",1 этаж,350067,Молодёжный м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,5.0,2,89180723718,,,,,,,,,https://vk.com/mebel_krd76,,,,,,,,,,,45.140109,38.994077,https://2gis.com/firm/70000001079191826,branch
Магазин мебели,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"50 лет Октября, 26/1",2 этаж,353236,,,,Северский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-15:00,+03:00,1.0,3,89615868737,,,,,,,,,,,,,,,,,,,,44.911206,38.84324,https://2gis.com/firm/70000001031486909,branch
Магазин мебели от производителя,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Западный обход, 39/2 к5",1 этаж,350053,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,5.0,12,89183971238,89933171238,,,,,,,,,https://wa.me/79183971238,,,,,,https://t.me/+79183971238,,,,45.093236,38.903421,https://2gis.com/firm/70000001087746444,branch
​Магазин мебели от производителя,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мягкая мебель; Детская мебель; Мебель для ванных комнат; Матрасы; Мебельные фасады,"улица Кирова, 145",8-9 секция; 2 этаж,350000,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,4.7,23,89186384357,,,,,,,,,,https://wa.me/79186384357,,,,,,https://t.me/+79186384357,,,,45.038805,38.968164,https://2gis.com/firm/70000001077137544,branch
Магазин штор и мебели,,Мебель на заказ; Портьерные ткани и шторы; Карнизы; Домашний текстиль; Корпусная мебель; Мягкая мебель,"Российская улица, 297/1",1 этаж,350087,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-16:00; Вс: 09:00-15:00,+03:00,5.0,5,89184401636,89180926800,,,,,,,,https://vk.com/id307298167,https://wa.me/79184401636,https://wa.me/79180926800,,,,,https://t.me/+79180926800,https://t.me/+79184401636,,,45.10757,39.011992,https://2gis.com/firm/70000001033713799,branch
Макси-Торг,торгово-производственная компания,Мебель на заказ; Мягкая мебель,"Сормовская улица, 7/1",3 офис; 3 этаж,350018,КСК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89184818727,88612000591,,,,,,,,,https://wa.me/79184818727,,,,,,https://t.me/+79184818727,,,,45.024707,39.062923,https://2gis.com/firm/3237490513313924,branch
Мамонт-мебель,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Новороссийская улица, 220","1, 3 этаж",350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-14:00 (по предварительному звонку),+03:00,5.0,6,89531164073,,,,,http://t.me/mamont_mebel_1,,,,https://vk.com/mamont_mebel_krd,https://wa.me/79531164073,,,,,,https://t.me/mamont_mebel_1,,,,45.035769,39.046265,https://2gis.com/firm/70000001105226555,branch
Массив93,мастерская,Мебель на заказ; Деревообработка; Интерьерные лестницы; Мебель для кухни; Садово-парковая мебель; Корпусная мебель,"переулок Кочубея, 17",,353230,,,,Северский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,,,89183883503,,,,,,,,,,https://wa.me/79183883503,,,,,,,,,,44.847763,38.563182,https://2gis.com/firm/70000001052837116,branch
Мастера Комфорта,мебельная фабрика,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Матрасы; Офисная мебель,"1 Мая улица, 454/2",2 этаж,350087,Калинино м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+03:00,,,89181282525 (единая справочная: пн-вс 10:00-19:00),,,,,,,,,https://vk.com/mebelnazakazvkrd,https://wa.me/79181282525,,,viber://chat/?number=79181282525,,,https://t.me/mebel_krd23,,,,45.088494,39.020472,https://2gis.com/firm/70000001103155476,branch
Мастера Комфорта,мебельная фабрика,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Офисная мебель; Матрасы,"улица им. Генерала Трошева, 37",цокольный этаж,350028,Восточно-Кругликовский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительному звонку),+03:00,5.0,2,89181282525 (единая справочная: пн-вс 10:00-19:00),,,,,,,,,https://vk.com/mebelnazakazvkrd,https://wa.me/79181282525,,,viber://chat/?number=79181282525,,,https://t.me/mebel_krd23,,,,45.065229,39.042217,https://2gis.com/firm/70000001033169947,branch
МастерДерево,производственная компания,Мебель на заказ; Корпусная мебель,"территория Нива, 84",,353211,,,,Динской район,Краснодарский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-15:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,45.227637,38.906591,https://2gis.com/firm/70000001052773995,branch
Мастерская по изготовлению мебели,,Мебель на заказ; Корпусная мебель,"1 Мая улица, 469/1",,350087,Калинино м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,"Пн: 08:00-12:00, 13:00-17:00; Вт: 08:00-12:00, 13:00-17:00; Ср: 08:00-12:00, 13:00-17:00; Чт: 08:00-12:00, 13:00-17:00; Пт: 08:00-12:00, 13:00-17:00",+03:00,,,89282024419,,,,,,,,,,https://wa.me/79282024419,,,,,,,,,,45.099032,39.018679,https://2gis.com/firm/70000001025844026,branch
Матера,магазин мебели-трансформер,Мебель на заказ; Корпусная мебель; Детская мебель; Матрасы; Бескаркасная мебель; Мягкая мебель,"Дальний проезд, 11 к1",2 этаж,350051,Фестивальный м-н,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+03:00,5.0,44,89628791795,,,,,http://jivo.chat/UNuElglKuW,,,,https://vk.com/matera_mebel,https://wa.me/79628791795,,,,,,https://t.me/MATERAMEBEL,,,https://youtube.com/@MATERAMEBEL,45.06179,38.964332,https://2gis.com/firm/70000001043894537,branch
Маэстро мебель,магазин мебели на заказ,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"им. Ивана Шкабуры, 8",2 этаж,350012,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,4.6,11,89181626141,,,,,,,,,,https://wa.me/79181626141,,,,,,https://t.me/+79181626141,,,,45.081585,38.896593,https://2gis.com/firm/70000001062436915,branch
Маэстро мебель,производственно-складская база,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Мягкая мебель,"Круговая улица, 60/1а",,350012,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,5.0,2,89528786045,89181626141,,,,,,,,,https://wa.me/79528786045,https://wa.me/79181626141,,,,,,,,,45.069827,38.908662,https://2gis.com/firm/70000001048137895,branch
Креатив,компания по изготовлению мебели под заказ,Мебель на заказ; Корпусная мебель,"проспект Дзержинского, 211 к2",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00 (по предварительному звонку: пн-сб),+03:00,5.0,1,89385301195,89002506356,,,,,,,,,https://wa.me/79385301195,,,,,,,,,,44.683263,37.777353,https://2gis.com/firm/70000001053895335,branch
Мебель в Тон,производственная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебельные фасады,,,350012,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+03:00,,,89183708410,,,,,,,,,https://vk.com/mebel__ton,https://wa.me/79183708410,,,,,,,,,,45.069272,38.916428,https://2gis.com/firm/70000001100655032,branch
Мебель Грайф,,Мебель на заказ; Корпусная мебель; Мягкая мебель,"улица Ленина, 161/1",,353225,,,,Динской район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,,,89883340999,89186590534,,,,,,,,https://vk.com/mebelgraifbelora,https://wa.me/79186590534,https://wa.me/79883340999,,,,,https://t.me/mebelgraif,,,,45.122093,39.428304,https://2gis.com/firm/70000001063311569,branch
Мебель для вас,магазин мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель; Детская мебель,"улица Григория Булгакова, 10",1 этаж,350005,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,5.0,2,89180060733,,,,,http://t.me/mebel_dlia_vas,,,,,https://wa.me/79180060733,,,,,,https://t.me/+79181981109,,,,45.11062,38.959058,https://2gis.com/firm/70000001083998112,branch
Мебель для вас,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Бытовая техника; Офисная мебель; Детская мебель,"улица им. Генерала Трошева, 41",цокольный этаж,350022,Восточно-Кругликовский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку),+03:00,4.3,6,89282575530,,,,,,,,,https://vk.com/id688387403,https://wa.me/79282575530,,,,,,,,,,45.067055,39.041773,https://2gis.com/firm/70000001024625321,branch
Мебель для вашего дома,салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"Тургеневское шоссе, 11/1",1 этаж,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,,,89615204082,,,,,,,,,,https://wa.me/79615204082,,,,,,,,,,45.026101,38.943994,https://2gis.com/firm/70000001081328333,branch
Мебель Ирина,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Набережная улица, 1",,353204,,,,Динской район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,,,89184122312,,,,,,,,,,https://wa.me/79184122312,,,,,,https://t.me/+79184122312,,,,45.215713,39.246021,https://2gis.com/firm/70000001105274284,branch
Мебель комфорт,производственный цех,Мебель на заказ; Мягкая мебель; Корпусная мебель; Ремонт мебели; Офисная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат,"Бирюзовая улица, 18",,350900,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00 (по предварительному звонку),+03:00,5.0,1,89180141939,89186661856,,,,,,,,,https://wa.me/79186661856,,,,,,,,,,45.11308,38.987946,https://2gis.com/firm/70000001076831108,branch
Мебель на Витамине,магазин дверей и мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Матрасы; Входные двери; Межкомнатные двери,"улица Профессора Рудакова, 19/1",,350031,,Прикубанский округ,,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-15:00; Вс: 09:00-14:00 (по предварительному звонку),+03:00,3.8,3,89384224000 (отдел мебели),,,,,,,,,https://vk.com/public193637487,https://wa.me/79183855050,,,,,,https://t.me/+79384224000,,,,45.150538,38.998362,https://2gis.com/firm/70000001038401969,branch
Мебель Поволжья,головной офис,Мебель на заказ; Корпусная мебель,"улица Красных Партизан, 2/1",8 офис; 2 этаж,350012,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89913563745,89913563744,88003013680,,,,,,,https://vk.com/mebel.povolzhya,,,,,,,,,,,45.067225,38.903897,https://2gis.com/firm/70000001078537585,branch
Мебель Рум,мебельная компания,Мебель на заказ; Дизайн интерьеров; Мягкая мебель; Корпусная мебель; Матрасы; Детская мебель,"Воронежский проезд, 5 лит В",1 офис,350001,Дубинка м-н,Центральный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00 (по предварительному звонку: сб-вс),+03:00,4.6,11,89884744200,,,,,http://t.me/mebelllroom,http://t.me/ggmebel,,,,https://wa.me/79898393399,,,,,,,,,https://youtube.com/@Mebelroomkrd,45.006534,39.020168,https://2gis.com/firm/70000001046938158,branch
Мебель Юга,компания,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Матрасы,"Российская улица, 312/3",,350022,Калинино м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,4.9,690,89615111884,,,mebelik123@mail.ru,,http://t.me/mebelik_krd,,,,https://vk.com/mebelik_krd,https://wa.me/79615111884,,,,,,https://t.me/+gZic1wlPPiMyMjQy,,,,45.075221,39.016012,https://2gis.com/firm/70000001059211686,branch
МебельБер,,Мебель на заказ; Мягкая мебель,"улица Седина, 75/6",,385132,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,3,89673083308,,,,,,,,,,,,,,,,,,,,44.912235,38.907233,https://2gis.com/firm/70000001089563149,branch
Мебелькласс,магазин мебели,Мебель на заказ; Детская мебель; Корпусная мебель; Мягкая мебель; Мебель для кухни; Офисная мебель; Матрасы; Кондиционеры; Монтаж климатических систем,"улица Героя Аверкиева, 26",9 офис; цокольный этаж,350028,Восточно-Кругликовский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,5.0,19,89183353732,89183353731,,,,http://t.me/mebelklass_krd,,,,https://vk.com/mebelklass_krd,https://wa.me/79183357973,https://wa.me/79183353731,https://wa.me/79183353732,viber://chat/?number=79183353732,,,https://t.me/+79183357973,https://t.me/+79183353732,,,45.060387,39.035762,https://2gis.com/firm/70000001055465065,branch
Мебельман,производственная фирма,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Мебель для общественного питания,"1-й Тихорецкий проезд, 10",1 этаж,350059,Восточная промышленная зона м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,4.0,4,89615387379,,,,,,,,,,https://wa.me/79615387379,,,,,,,,,,45.041763,39.043968,https://2gis.com/firm/70000001065319613,branch
Мебельная мастерская,,Мебель на заказ; Мебель для кухни; Мягкая мебель,"улица Героев-Разведчиков, 26/1",цокольный этаж,350028,Восточно-Кругликовский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+03:00,5.0,1,89898352513,,,,,,,,,,https://wa.me/79898352513,,,,,,,,,,45.058769,39.032918,https://2gis.com/firm/70000001079973863,branch
Мебельная фабрика,,Мебель на заказ; Корпусная мебель,"улица Калинина, 149",,353240,,,,Северский район,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00,+03:00,,,89182469213,,,,,,,,,,,,,,,,,,,,44.865779,38.665429,https://2gis.com/firm/70000001060419213,branch
Мебельник,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель,"улица Благоева, 38а",,350061,,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-13:00,+03:00,5.0,2,89952281001,,,,,,,,,,https://wa.me/79952281001,,,,,,https://t.me/+79952281001,,,,45.005451,39.081707,https://2gis.com/firm/70000001110036998,branch
Мебельное ателье,,Мебель на заказ; Корпусная мебель,"улица Калинина, 149",,353240,,,,Северский район,Краснодарский край,Россия,,+03:00,,,,,,,,,,,,,,,,,,,,,,,44.865779,38.665429,https://2gis.com/firm/70000001115572816,branch
