Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Мебельные Ткани-Сибирь,торговая компания,Мебель на заказ; Мягкая мебель; Мебельные ткани; Мебельная фурнитура; Ремонт мебели,"улица 60 лет Октября, 134д",1 этаж,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,3.6,20,83912960362,,,,,http://jivo.chat/FmfyTUdLiT,,,,,https://wa.me/79059760362,,,viber://chat/?number=79059760362,,,,,,,55.983172,92.91451,https://2gis.com/firm/70000001023406773,branch
Мебельный магазин,,Мебель на заказ; Корпусная мебель,"улица Манская, 32",,663510,,,,Манско-Уярский муниципальный округ,Красноярский край,Россия,,+07:00,,,,,,,,,,,,,,,,,,,,,,,55.720409,93.762705,https://2gis.com/firm/70000001115168737,branch
Мебельрос,производственный цех,Мебель на заказ; Корпусная мебель,"Томская улица, 4 ст33",1 этаж,660013,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30,+07:00,4.9,21,89535851201,89029409961,,,,,,,,https://vk.com/mebelros.krsk,https://wa.me/79535851201,,,viber://chat/?number=79535851201,,,https://t.me/+79535851201,,,,56.009092,93.016051,https://2gis.com/firm/70000001027407073,branch
Миг,мебельная фабрика,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебель для кухни; Офисная мебель,"улица Анатолия Гладкова, 22 ст4",1 этаж,660012,Пашенный м-н,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,"Пн: 09:00-13:00, 14:00-17:00; Вт: 09:00-13:00, 14:00-17:00; Ср: 09:00-13:00, 14:00-17:00; Чт: 09:00-13:00, 14:00-17:00",+07:00,3.7,9,83912367875,,,,,,,,,,,,,,,,,,,,55.984693,92.876369,https://2gis.com/firm/985690699476267,branch
Миг,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"проспект им. газеты Красноярский Рабочий, 27 ст4",1 этаж,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+07:00,,,83912866125,,,,,,,,,https://vk.com/mig24rus,,,,,,,,,,,56.019137,93.005835,https://2gis.com/firm/985690700254427,branch
Миг,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"проспект им. газеты Красноярский Рабочий, 160/46",1 этаж,660010,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-18:00; Вс: 10:00-17:00,+07:00,4.0,3,,,,,,,,,,https://vk.com/mig24rus,,,,,,,,,,,55.997555,92.906787,https://2gis.com/firm/985690700254425,branch
Миксмебель,магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы,"проспект им. газеты Красноярский Рабочий, 30а ст17",1 этаж,660004,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.6,11,83912828342 (единая справочная - пн-вс 10:00-20:00),,,,,,,,,,,,,,,,,,,,56.020118,93.000846,https://2gis.com/firm/70000001022606024,branch
Мир искусственного камня,компания по изготовлению товаров из искусственного камня,Мебель на заказ; Мебель для кухни,"улица Телевизорная, 12/2",,660062,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+07:00,,,89293371122,,,,,,,,,,,,,,,,https://t.me/+79293371122,,,,56.030755,92.79327,https://2gis.com/firm/70000001112727482,branch
МК Сибири,,Мебель на заказ; Мягкая мебель; Мебель для кухни,"улица Шахтёров, 65",2 этаж,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,,,,,,,,,,,,,,,,,,,,,,,56.044298,92.889965,https://2gis.com/firm/70000001110766531,branch
МмебельКрск,производственная компания мягкой мебели,Мебель на заказ; Мягкая мебель; Детская мебель,"Тамбовская улица, 2Б",,660013,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,,,89504364395,89504364394,,,,,,,,https://vk.com/mmebel.krsk,https://wa.me/79504364395,https://wa.me/79504364394,,viber://chat/?number=79504364394,viber://chat/?number=79504364395,,,,,,56.008863,93.031561,https://2gis.com/firm/70000001059950561,branch
Мон,мебельная компания,Мебель на заказ; Мебельные магазины; Корпусная мебель; Матрасы; Мягкая мебель,"Свердловская улица, 8а/3",2 этаж; вход около супермаркета Магнит,660006,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+07:00,5.0,69,89509904611 (производство),89138360906,,,,http://t.me/mebel_mon,,,,,https://wa.me/79138360906,,,,,,https://t.me/mebel_mon,https://t.me/+79138360906,,,55.976074,92.8069,https://2gis.com/firm/70000001098592289,branch
Монтара Мебель,мебельная фабрика,Мебель на заказ; Ремонт мебели; Мягкая мебель,"улица Шахтёров, 65",2 этаж,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,5.0,5,89138333793,,,,,,,,,,,,,,,,,,,,56.04452,92.890737,https://2gis.com/firm/70000001113479827,branch
МС_Мебель,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Лесопильщиков улица, 165г ст5",,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00 (по предварительной записи),+07:00,5.0,42,89029904522,89029602525,,,,,,,,,https://wa.me/79029904522,,,,,,,,,,55.976293,92.880844,https://2gis.com/firm/70000001079099687,branch
Мурами,компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель,"улица Светлова, 42",,660060,Солнечный м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи: вс),+07:00,5.0,15,89535896212,83912896212,,,,,,,,https://vk.com/murami_krsk,https://wa.me/79535896212,,,,,,https://t.me/+79535896212,,,,56.113642,92.895641,https://2gis.com/firm/70000001087860835,branch
Мурами,компания,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни,"проспект 60 лет образования СССР, 26а",1 этаж,660132,Солнечный м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи: вс),+07:00,5.0,69,89535896212,83912896212,,,,,,,,https://vk.com/murami_krsk,https://wa.me/79535896212,,,,,,https://t.me/+79535896212,,,,56.114036,92.917912,https://2gis.com/firm/70000001065484730,branch
Мягкая зона,компания по производству и перетяжке мебели,Мебель на заказ; Ремонт мебели; Мягкая мебель; Детская мебель; Офисная мебель; Матрасы,"Дорожная улица, 16а/5",,660048,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительной записи),+07:00,5.0,19,89082162456,,,,,,,,,https://vk.com/softzone24,https://wa.me/79082162456,,,,,,https://t.me/+79082162456,,,,56.030791,92.823798,https://2gis.com/firm/70000001092832311,branch
На диване124,салон-магазин мягкой мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель,"проспект им. газеты Красноярский Рабочий, 27 ст4",1 этаж,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,4.8,14,89131908825,,,,,,,,,https://vk.com/nadivane124,https://wa.me/79131908825,https://wa.me/79832924120,,,,,,,,,56.018574,93.007091,https://2gis.com/firm/70000001058916686,branch
Нахыш,мебельная компания,Мебель на заказ; Мягкая мебель,"улица Богдана Хмельницкого, 11а",,660013,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+07:00,,,89135098922,,,,,,,,,,https://wa.me/79135098922,,,,,,,,,,56.005964,93.018762,https://2gis.com/firm/70000001062379982,branch
Новый формат,компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель,"улица Андрея Дубенского, 4",111 офис; 1 этаж,660032,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (по предварительной записи),+07:00,5.0,14,89130412020 (отдел по работе с клиентами),89130392020,,,,,,,,https://vk.com/torgmebel24,https://wa.me/79130392020,,,,,,https://t.me/torgmebel24,https://t.me/+79048959076,,,56.01881,92.89375,https://2gis.com/firm/70000001026864529,branch
Норд-мебель,студия мебели,Мебель на заказ; Корпусная мебель,"улица Пограничников, 28/4",,660111,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,1.4,1,89029234260,,,,,,,,,https://vk.com/nord_mebell,https://wa.me/79029234260,,,,,,,,,,56.097296,93.049727,https://2gis.com/firm/70000001069284342,branch
ОБМ,торгово-производственная компания,Мебель на заказ; Остекление и отделка балконов; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,"Лесопильщиков улица, 177 ст2",,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-16:00,+07:00,3.9,9,83912780099,89676080099,,,,,,,,https://vk.com/obm24,https://wa.me/79676080099,,,viber://chat/?number=79676080099,,,https://t.me/+79676080099,,,,55.975638,92.904796,https://2gis.com/firm/985690700459960,branch
Оливия,салон мягкой мебели,Мебель на заказ; Мягкая мебель; Домашний текстиль,"улица Партизана Железняка, 23",1 этаж,660133,Иннокентьевский м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,5.0,6,89953123557,,,,,http://t.me/+Nmg59Mn00JBiYTEy,,,,https://vk.com/olivia.mebel,,,,,,,,,,,56.036839,92.934095,https://2gis.com/firm/70000001102541415,branch
Омега,производственный цех,Мебель на заказ; Торгово-выставочное оборудование; Мягкая мебель; Офисная мебель; Корпусная мебель; Мебель для общественного питания; Мебель для кухни; Мебель для учебных учреждений,"улица Ломоносова, 70 ст9",5 помещение,660058,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,,,83912923060 (единая справочная: пн-вс 9:00-18:00),83912939805 (единая справочная: пн-вс 9:00-18:00),,,,,,,,,,,,,,,,,,,55.997725,92.821152,https://2gis.com/firm/70000001026733120,branch
Оника,мебельная компания,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для учебных учреждений; Мебель для кухни,"улица Телевизорная, 1 ст17",1 этаж,660028,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,7,83912903552,83912448536,,,,,,,,,,,,,,,,,,,56.024356,92.792436,https://2gis.com/firm/985690699468443,branch
Первая мебельная помощь,,Мебель на заказ; Ремонт мебели; Мягкая мебель,"Лесопильщиков улица, 181г",2 этаж,660019,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-15:00,+07:00,1.0,1,83912946202,,,,,,,,,,,,,,,,,,,,55.972076,92.910883,https://2gis.com/firm/70000001048925847,branch
Перфект,интерьерный салон,Мебель на заказ; Бытовая техника; Мебель для кухни; Корпусная мебель; Светотехника,"улица Бограда, 111",при входе звонок,660021,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+07:00,2.6,3,89832699977,,,,,,,,,,,,,,,,https://t.me/+79832699977,,,,56.005816,92.835315,https://2gis.com/firm/70000001080119106,branch
Перфект,интерьерный салон,Мебель на заказ; Бытовая техника; Мебель для кухни; Корпусная мебель,"проспект Мира, 26",1 этаж,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+07:00,5.0,1,89082215453,,,,,,,,,,https://wa.me/79082215453,,,viber://chat/?number=79082215453,,,https://t.me/+79832699977,,,,56.012929,92.885487,https://2gis.com/firm/985690699559552,branch
Прайм мебель,компания по изготовлению мебели,Мебель на заказ; Мебель для кухни,"улица Шахтёров, 65",цокольный этаж; левое крыло,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.7,46,83912525550,89676075550,,,,,,,,https://vk.com/mymebelprime,https://wa.me/79676075550,,,viber://chat/?number=79676075550,,,https://t.me/+79676075550,,,,56.044236,92.889624,https://2gis.com/firm/70000001047972148,branch
Про100,салон мебели,Мебель на заказ; Корпусная мебель,"улица Шахтёров, 65",цокольный этаж,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,5.0,6,89509757736,,,,,,,,,https://vk.com/softego.krsk,https://wa.me/79509757736,,,viber://chat/?number=79509757736,,,https://t.me/+79509757736,,,,56.044219,92.889533,https://2gis.com/firm/70000001094989204,branch
Производственно-торговая компания,,Мебель на заказ; Офисная мебель; Мебель для кухни; Корпусная мебель; Детская мебель,"Солнечная улица, 4а",1 этаж,662500,,,Сосновоборск,Сосновоборский муниципальный округ,Красноярский край,Россия,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 11:00-16:00,+07:00,5.0,1,89135983253,89535953139,,,,,,,,,https://wa.me/79135983253,,,,,,,,,,56.119548,93.349829,https://2gis.com/firm/985690700398459,branch
Раз-два,мастерская по производству изделий из массива дерева,Мебель на заказ; Мебель для кухни,"улица Сурикова, 12 лит В",,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,,,89135346616,,,,,,,,,,https://wa.me/79135346616,,,,,,,,,,56.009764,92.878859,https://2gis.com/firm/70000001066275451,branch
Раяна,мебельный салон,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"улица 60 лет Октября, 117/2",,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00,+07:00,,,89135106570,,,,,,,,,,https://wa.me/79135106570,,,viber://chat/?number=79135106570,,,https://t.me/+79135106570,,,,55.983684,92.906195,https://2gis.com/firm/70000001052500756,branch
Республика,мебельный торговый центр,Мебель на заказ; Мебельные магазины; ТЦ товаров для интерьера и ремонта; Аренда помещений; Мягкая мебель; Металлическая мебель; Офисная мебель; Корпусная мебель; Мебель для кухни; Межкомнатные двери,"проспект им. газеты Красноярский Рабочий, 27 ст4",1 этаж,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.6,147,,,,,,,,,,,,,,,,,,,,,56.018107,93.005933,https://2gis.com/firm/985690700358610,branch
Рива-мебель,компания по изготовлению мебели на заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Академика Вавилова, 1 ст54",1 этаж,660064,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,5.0,1,89029431111,89029774444,,,,,,,,https://vk.com/riva.mebel,,,,,,,,,,,55.994114,92.913905,https://2gis.com/firm/70000001094183855,branch
Ричвуд,производственная компания,Мебель на заказ; Мебель для кухни; Интерьерные лестницы; Корпусная мебель; Детская мебель; Межкомнатные двери,"улица Академика Павлова, 1",,660003,,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+07:00,3.4,3,83912888621,89029921516,,,,,,,,,https://wa.me/79029921516,,,,,,,,,,56.000379,92.972135,https://2gis.com/firm/70000001028052772,branch
Роща,мебельное ателье,Мебель на заказ; Мебель для кухни,"улица Быковского, 11г",1 этаж,660055,2-й мкр. жилмассива Зеленая роща м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-14:00,+07:00,4.8,9,83912937737,89831661601,,,,,,,,,https://wa.me/79831661601,,,,,,,,,,56.059412,92.971734,https://2gis.com/firm/985690700121830,branch
Руслес,компания,Мебель на заказ; Распиловка древесины; Корпусная мебель,"улица Калинина, 54 ст4",,660048,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+07:00,3.6,11,89232799032,83912886162,,,,,,,,,https://wa.me/79232799032,,,,,,,,,,56.032883,92.810166,https://2gis.com/firm/70000001059168265,branch
Салон мебели,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель из стекла; Металлическая мебель; Офисная мебель; Детская мебель; Сборка мебели; Мягкая мебель,"Нагорная улица, 8",1 этаж,663090,,,Дивногорск,Дивногорск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+07:00,3.7,3,89535912479,,,,,,,,,,,,,,,,,,,,55.960198,92.384669,https://2gis.com/firm/70000001019175756,branch
Ника Мебель,мебельная компания,Мебель на заказ; Мебельные фабрики; Офисная мебель; Детская мебель; Мебель для кухни; Корпусная мебель; Мебель для учебных учреждений; Мебель для ванных комнат; Мебельные магазины; Мебель для салонов красоты; Мебель для общественного питания,"улица Робеспьера, 20а",,660021,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+07:00,5.0,16,89138370555,,,,,,,,,https://vk.com/nikamebel.kras,,,,,,,https://t.me/+79138370555,,,,56.009968,92.842771,https://2gis.com/firm/70000001111135553,branch
Новая линия,компания по изготовлению мебели,Мебель на заказ; Межкомнатные двери; Корпусная мебель,"5-й микрорайон, 26Б",2 этаж,662547,5-й м-н,,Лесосибирск,,Красноярский край,Россия,"Пн: 10:00-13:00, 14:00-19:00; Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-19:00; Вс: 10:00-15:00",+07:00,,,89082186495,,,,,,,,,,,,,,,,,,,,58.22025,92.504577,https://2gis.com/firm/70000001075434101,branch
Новая линия,компания по изготовлению мебели,Мебель на заказ; Корпусная мебель,"улица Заломова, 4Б",,662549,,,Лесосибирск,,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+07:00,,,,,,,,,,,,,,,,,,,,,,,58.24447,92.481057,https://2gis.com/firm/70000001075162544,branch
Новый век,магазин,Мебель на заказ; Окна; Корпусная мебель; Остекление и отделка балконов; Натяжные потолки,"улица 40 лет Октября, 62 ст4",11 бутик; 1 этаж,663604,,,Канск,Канский муниципальный округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00,+07:00,,,89130320820,,,,,,,,,,https://wa.me/79029100491,,,viber://chat/?number=79029100491,,,https://t.me/+79029100491,,,,56.232651,95.700138,https://2gis.com/firm/70000001060217920,branch
Сиблестница,производственная компания,Мебель на заказ; Деревообработка; Интерьерные лестницы; Корпусная мебель; Мебель для кухни; Детская мебель; Межкомнатные двери; Садово-парковая мебель,,,660111,,,,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-16:00; Вс: 10:00-16:00,+07:00,5.0,1,89620799000,,,,,,,,,https://vk.com/stairsclub,https://wa.me/79620799000,,,viber://chat/?number=79620799000,,,,,,,56.120566,92.981847,https://2gis.com/firm/70000001006961236,branch
СибМПК,,Мебель на заказ; Мягкая мебель; Корпусная мебель,"Тамбовская улица, 5",,660013,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+07:00,,,89232962653,,,,,,,,,,,,,,,,https://t.me/+79232962653,,,,56.014078,93.037467,https://2gis.com/firm/70000001111107853,branch
Сибстроимебель,,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Детская мебель,"улица 26 Бакинских Комиссаров, 8 ст67",,660023,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00,+07:00,5.0,1,83912562502,,,,,,,,,,,,,,,,,,,,56.035454,93.034874,https://2gis.com/firm/70000001020834242,branch
Ск-Мебель,салон,Мебель на заказ; Корпусная мебель; Мебель для кухни,"проспект им. газеты Красноярский Рабочий, 30а ст17",2 этаж,660004,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,3.3,17,83912851858,,,,,,,,,,,,,,,,,,,,56.020118,93.000846,https://2gis.com/firm/70000001021972845,branch
См Мебель,компания по производству мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель; Мебель для ванных комнат,"улица Айвазовского, 16 ст1",,660031,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00,+07:00,4.3,16,89339973858,,,,,,,,,https://vk.com/smmebel24,https://wa.me/79339973858,,,,,,,,,,56.024469,93.045556,https://2gis.com/firm/70000001079577924,branch
Соната,"компания по производству матрасов, текстиля для дома и корпусной мебели на заказ",Мебель на заказ; Корпусная мебель; Матрасы; Мягкая мебель; Детская мебель,"улица Телевизорная, 1 ст37",1 этаж,660028,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,5.0,15,89659008644,,,,,,,,,,https://wa.me/79659008672,,,,,,https://t.me/+79659008644,,,,56.023641,92.798399,https://2gis.com/firm/70000001090102767,branch
