Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Вернисаж,дом мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Мягкая мебель; Матрасы,"Октябрьская улица, 15",1 этаж,617470,,,Кунгур,Кунгурский муниципальный округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-16:00; Вс: 09:00-16:00,+05:00,,,83427125404,83427171071,,,,,,,,https://vk.com/vernisage202,,,,,,,,,,,57.427138,56.943181,https://2gis.com/firm/70000001061925147,branch
Вертикаль,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Пролетарская улица, 141",,617470,,,Кунгур,Кунгурский муниципальный округ,Пермский край,Россия,Пн: 09:30-17:00; Вт: 09:30-17:00; Ср: 09:30-17:00; Чт: 09:30-17:00; Пт: 09:30-17:00; Сб: 09:30-16:00,+05:00,5.0,1,83427139697,,,,,,,,,https://vk.com/mebelvertikalkungur,,,,,,,,,,,57.434678,56.986902,https://2gis.com/firm/70000001076328242,branch
Диван&Кровать,,Мебель на заказ; Мягкая мебель; Ремонт мебели,"2-я Катерная улица, 1",,614029,Заозерье ж/м,Орджоникидзевский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,1,89958586058,89026354696,,,,,,,,https://vk.com/divankrovat_perm,,,,viber://chat/?number=79958586058,viber://chat/?number=79026354696,,,,,,58.150152,56.313511,https://2gis.com/firm/70000001066968603,branch
Дом для вещей,студия мебели,Мебель на заказ; Мебель для учебных учреждений; Мягкая мебель; Мебель для кухни; Корпусная мебель; Торгово-выставочное оборудование; Мебель для общественного питания; Мебель для салонов красоты; Мебель для ванных комнат; Стеллажи и витрины; Медицинская и лабораторная мебель; Детская мебель; Металлическая мебель; Офисная мебель,"Уральская улица, 63 к4",2 этаж,614107,Рабочий Посёлок ж/м,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,"Пн: 11:00-14:00, 15:00-20:00; Вт: 11:00-14:00, 15:00-20:00; Ср: 11:00-14:00, 15:00-20:00; Чт: 11:00-14:00, 15:00-20:00; Пт: 11:00-14:00, 15:00-20:00",+05:00,3.0,2,83422364050,,,,,,,,,,,,,,,,,,,,58.030124,56.303519,https://2gis.com/firm/70000001065667336,branch
Дом для вещей,студия мебели,"Мебель на заказ; ЛДСП, ДВПО, МДФ; Мебель из стекла; Офисная мебель; Корпусная мебель","шоссе Космонавтов, 312/1д",,614065,,,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00,+05:00,,,83422364050,,,,,,,,,,,,,,,,,,,,57.956284,56.105465,https://2gis.com/firm/2252328095281189,branch
Компания по изготовлению мебели,,Мебель на заказ; Мебель для ванных комнат; Корпусная мебель,"Фоминская улица, 40",,614058,,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,89058645147,,,,,,,,,https://vk.com/mebelsamsonov,https://wa.me/79058645147,,,viber://chat/?number=79058645147,,,,,,,58.00947,56.103372,https://2gis.com/firm/70000001053319717,branch
Компания по изготовлению мебели из массива дерева,,Мебель на заказ; Корпусная мебель,"улица Мира, 23",,614095,Декабристов м-н,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,,,89993639903,,,,,,,,,https://vk.com/mebel_iz_dereva.perm59,,,,,,,,,,,57.978898,56.194229,https://2gis.com/firm/70000001113526459,branch
Континент Мебели,,Мебель на заказ; Мебель для кухни; Корпусная мебель,,,,,,Пермь,Пермь городской округ,Пермский край,Россия,,+05:00,5.0,6,89994306677,,,,,,,,,https://vk.com/mebel_888_59,,,,,,,,,,,,,https://2gis.com/firm/70000001111172525,branch
Краснодеревщик,столярная мастерская,Мебель на заказ; Офисная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Интерьерные лестницы; Заборы и ограждения,"территория ГСК 105, 2",,614042,,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,89091195224,,,,,,,,,https://vk.com/cabinetmaker59,https://wa.me/79091195224,,,viber://chat/?number=79091195224,,,,,,,57.998839,55.918449,https://2gis.com/firm/70000001034788847,branch
Ксения,компания по производству мебели на заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Василия Васильева, 3",2 этаж,614033,Крохалева ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:30-18:00; Вт: 10:30-18:00; Ср: 10:30-18:00; Чт: 10:30-18:00; Пт: 10:30-18:00; Сб: 10:30-18:00; Вс: 10:30-18:00,+05:00,5.0,5,89026416971,,,,,,,,,https://vk.com/kseniya.mebel,https://wa.me/79026416971,,,,,,,,,,57.95658,56.216453,https://2gis.com/firm/70000001046173940,branch
Кухни Good,компания по изготовлению мебели на заказ,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат,"Подлесная улица, 43",1 этаж,614097,Парковый м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,"Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-18:00; Вс: 11:00-18:00 (по предварительной записи: сб, вс)",+05:00,5.0,12,89504529285,,,,,,,,,https://vk.com/kuhni_good,https://wa.me/79504529285,,,viber://chat/?number=79504529285,,,,,,,57.995998,56.165007,https://2gis.com/firm/70000001019528227,branch
Кухни Pro,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Чкалова, 9",320 кабинет; 3 этаж,614064,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-19:00; Вс: 11:00-20:00,+05:00,1.0,1,89048416324,,,,,,,,,https://vk.com/mebel_na_zakazperm,https://wa.me/79048416324,,,,,,,,,,57.984962,56.265505,https://2gis.com/firm/70000001080376088,branch
Кухни Нова,,Мебель на заказ; Мебель для кухни,"улица Героев Хасана, 34 к2",1 этаж,614010,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,5.0,4,89194709441,,,,,,,,,https://vk.com/nova_kitchen,,,,,,,,,,,57.983878,56.256574,https://2gis.com/firm/70000001103846291,branch
Кухни от Константина,торгово-производственная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель,"улица Архитектора Свиязева, 41 к47/48",,614065,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+05:00,3.0,4,89617554225,89223739407,,,,,,,,,,,,viber://chat/?number=79617554225,,,,,,,57.961896,56.160195,https://2gis.com/firm/70000001026886514,branch
Тренд мебель,производственная компания,Мебель на заказ; Мебель для кухни,"Тюмень, 1371 ст1",,625047,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,89328880585,,,,,,,,,,https://wa.me/79328880585,,,,,,https://t.me/+79328880585,,,,57.110202,65.700109,https://2gis.com/firm/70000001100890399,branch
ТриАр,мебельный салон,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Мебельные фасады,"Госпаровская улица, 7",,625002,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+05:00,5.0,4,89220034140,,,,,,,,,,https://wa.me/79220034140,,,,,,https://t.me/+79220034140,,,,57.162934,65.560246,https://2gis.com/firm/1830115629614958,branch
Хорошие кухни,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица 30 лет Победы, 7/5",3 этаж,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.6,80,83452595620,89048757996,,,,,,,,,https://wa.me/79048757996,,,,,,,,,,57.131405,65.555581,https://2gis.com/firm/70000001045452414,branch
Цезарь,мебельная компания,Мебель на заказ; Металлическая мебель; Офисная мебель; Корпусная мебель; Мебель для учебных учреждений; Мягкая мебель,"Авторемонтная улица, 18 ст5",1 этаж,625017,РТС м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-17:00,+05:00,,,83452685767,89088731476,,,,,,,,,,,,,,,,,,,57.157528,65.459335,https://2gis.com/firm/1830115630284247,branch
Центр комплектации,,Мебель на заказ; Сантехника; Текстиль для ресторанов и гостиниц; Медицинская и лабораторная мебель; Мебель для общественного питания; Мебель для учебных учреждений; Жалюзи,"Авторемонтная улица, 45 ст3",3 помещение,625017,РТС м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89044959548,83452250186,,,,,,,,,,,,,,,,,,,57.154142,65.44617,https://2gis.com/firm/70000001065667230,branch
Шkafffov,мебельная компания,Мебель на заказ; Корпусная мебель,"Старый Тобольский тракт 5 километр, 3",1 этаж,625047,Антипино м-н,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89199472102,89526800689,,,,,,,,https://vk.com/id138865443,,,,,,,,,,,57.110003,65.752674,https://2gis.com/firm/70000001079259116,branch
Шкаff for family,производственная компания,Мебель на заказ; Детская мебель; Офисная мебель; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат,"улица Республики, 256г ст2",37 складское помещение,625019,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+05:00,4.8,38,89322003399,,,,,,,,,https://vk.com/shkaff_for_family_tyumen,https://wa.me/79322003399,,,,,,https://t.me/+79322003399,,,,57.105812,65.6467,https://2gis.com/firm/70000001034521954,branch
Шкаф,офис продаж,Мебель на заказ; Мягкая мебель; Детская мебель; Мебель для кухни; Офисная мебель; Изделия из камня для помещений; Мебель для ванных комнат; Мебель для культурно-досуговых учреждений; Мебель для общественного питания; Медицинская и лабораторная мебель; Мебель для учебных учреждений; Металлическая мебель; Мебель из стекла; Мебель для салонов красоты,"улица Мельникайте, 116 к1",цокольный этаж,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку),+05:00,5.0,7,83452707072,89088742331,89523451902,,,,,,,https://vk.com/shkaf_72,,,,,,,https://t.me/+79088742331,,,,57.128025,65.553695,https://2gis.com/firm/70000001082059179,branch
Шкаф,офис продаж,"Мебель на заказ; Мягкая мебель; Детская мебель; Мебель для кухни; Корпусная мебель; Офисная мебель; Мебельные фасады; Изделия из камня для помещений; Мебель для ванных комнат; Мебель для культурно-досуговых учреждений; Мебель для общественного питания; Медицинская и лабораторная мебель; Мебель для учебных учреждений; Металлическая мебель; Мебель из стекла; Мебель для салонов красоты; Распиловка древесины; ЛДСП, ДВПО, МДФ","Полевая улица, 109 ст1",2 этаж,625001,Дом обороны м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-16:00,+05:00,4.8,111,83452906040,83452922055,83452709955,,,,,,,https://vk.com/shkaf_72,,,,,,,https://t.me/+79088742331,,,,57.170525,65.492856,https://2gis.com/firm/70000001055443836,branch
Шкаф72,компания по производству шкафов-купе,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,"Ветеранов Труда, 50",,625031,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (по предварительному звонку),+05:00,4.8,44,89292697885,83452607885,,,,,,,,https://vk.com/public193276401,https://wa.me/79292697885,,,,,,,,,,57.193794,65.597746,https://2gis.com/firm/70000001069061085,branch
Шофф,,Мебель на заказ; Металлоизделия; Сварочные работы; Металлическая мебель; Металлоконструкции для строительства; Стеллажи и витрины,"Старый Тобольский тракт 3 километр, ст 10/2",,625047,Антипино м-н,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,4,89292687362,,,,,,,,,,,,,,,,,,,,57.099785,65.717243,https://2gis.com/firm/70000001113141817,branch
Эдика,производственная компания,Мебель на заказ; Окна; Корпусная мебель; Мебель для кухни; Офисная мебель; Межкомнатные двери; Интерьерные лестницы; Остекление и отделка балконов; Светопрозрачные конструкции; Фасадные материалы и конструкции,"улица Дружбы, 113",,625031,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-17:00,+05:00,3.7,6,89223999100 (отдел продаж),83452706633,,,,,,,,https://vk.com/mebelintumen,https://wa.me/79223999100,,,viber://chat/?number=79223999100,,,,,,,57.18262,65.569475,https://2gis.com/firm/70000001006149998,branch
Эксклюзив,производственная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель; Мягкая мебель,"улица Щербакова, 158 ст17",1 этаж,625031,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 10:00-18:00,+05:00,4.4,5,89044907879,89292632404,89324711112,,,,,,,https://vk.com/andrey_borisov81,https://wa.me/79324711112,https://wa.me/79292632404,,viber://chat/?number=79324711112,,,https://t.me/+79044907879,,,,57.193091,65.587738,https://2gis.com/firm/70000001020689813,branch
Эксклюзив-Дизайн,компания по изготовлению мебели,Мебель на заказ; Мебель для кухни; Мебельная фурнитура; Корпусная мебель,"Сиреневая улица, 1а",,626380,,,,Исетский район,Тюменская область,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00 (по предварительной записи),+05:00,4.3,6,89224711859,,,,,,,,,https://vk.com/public195395077,https://wa.me/79224711859,,,viber://chat/?number=79224711859,,,https://t.me/+79224711859,,,,56.490307,65.343077,https://2gis.com/firm/70000001049000444,branch
ЭльдоMarket,,Мебель на заказ; Мебельные магазины; Мягкая мебель; Мебель для кухни; Корпусная мебель; Бытовая техника,"Комсомольская улица, 16",2 этаж,626050,,,,Ярковский район,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,2.5,1,83453126416,,,,,,,,,https://vk.com/id445747593,,,,,,,,,,,57.407033,67.077111,https://2gis.com/firm/70000001074609449,branch
Ктк-холдинг,,Мебель на заказ; Офисная мебель; Торгово-выставочное оборудование; Стеллажи и витрины; Металлическая мебель,"Копейское шоссе, 9п",4 офис; 2 этаж,454012,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,83512460046 (многоканальный),,,,,,,,,https://vk.com/club67655482,,,,,,,,,,,55.117009,61.530543,https://2gis.com/firm/70000001044282677,branch
Купе мебель плюс,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица Худякова, 12",207 секция; 2 этаж; напротив салона Lazurit,454048,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,1,89048037940,89507267347,,,,,,,,,https://wa.me/79048037940,,,viber://chat/?number=79048037940,,,https://t.me/+79048037940,,,,55.14799,61.371337,https://2gis.com/firm/70000001037003460,branch
Ларгето,производственная компания,Мебель на заказ; Входные двери; Корпусная мебель; Мебельные фасады; Торгово-выставочное оборудование,"Линейная улица, 53",,454079,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,,,83512480278,89227470923,,,,,,,,,,,,,,,,,,,55.156918,61.513784,https://2gis.com/firm/2111590608558889,branch
Леди-Мебель,торгово-производственная компания,Мебель на заказ; Корпусная мебель; Офисная мебель; Торгово-выставочное оборудование; Детская мебель; Мебель для кухни,"Стадионная улица, 1",1 офис; 2 этаж,456541,,,,Коркинский муниципальный округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-14:00,+05:00,,,89124005111,,,,,,,,,,,,,,,,,,,,54.866686,61.172979,https://2gis.com/firm/70000001066055433,branch
Леди-Мебель,торгово-производственная компания,Мебель на заказ; Корпусная мебель; Офисная мебель; Торгово-выставочное оборудование; Детская мебель; Мебель для кухни,"Тюменская улица, 1а",,456612,,,Копейск,Копейский городской округ,Челябинская область,Россия,"Пн: 09:00-12:00, 13:00-18:00; Вт: 09:00-12:00, 13:00-18:00; Ср: 09:00-12:00, 13:00-18:00; Чт: 09:00-12:00, 13:00-18:00; Пт: 09:00-12:00, 13:00-18:00",+05:00,3.5,4,89222333193,89124005111,,,,,,,,https://vk.com/public122128147,https://wa.me/79124005111,https://wa.me/79222333193,,,,,,,,,55.110374,61.653353,https://2gis.com/firm/2111590608722299,branch
Лесал,торгово-производственная компания,"Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для учебных учреждений; Распиловка древесины; ЛДСП, ДВПО, МДФ","Троицкий тракт, 9 к7",,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,5.0,1,89517920775 (отдел распиловки),,,,,,,,,,,,,,,,,,,,55.121517,61.382552,https://2gis.com/firm/70000001025992793,branch
Левша,,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель,"улица Тюленина, 12",,,,,Белорецк,Белорецкий район,Республика Башкортостан,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,,,89659456976,,,,,,,,,,https://wa.me/79659456972,https://wa.me/79659456976,,viber://chat/?number=79659456976,,,,,,,53.954286,58.375658,https://2gis.com/firm/70000001062391819,branch
Лика Мебель,магазин мебели для дома,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни,"улица Ленина, 50Б",,453700,,,Учалы,Учалинский район,Республика Башкортостан,Россия,Пн: 10:00-19:00,+05:00,5.0,1,89273503600,89273501922,,,,,,,,https://vk.com/likamarket,,,,,,,,,,,54.328597,59.377317,https://2gis.com/firm/70000001075523087,branch
Правильные кухни,компания по производству мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Сормовская улица, 17",,454074,Верхний Плановый квартал,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,3.4,17,83512150519,89026123459,,,,,,,,https://vk.com/designmebel,https://wa.me/79026123459,,,viber://chat/?number=79026123459,,,https://t.me/+79026123459,,,,55.192707,61.442923,https://2gis.com/firm/70000001026151391,branch
Премьер Мебель,мебельное ателье,Мебель на заказ; Корпусная мебель; Мебель для кухни; Входные двери; Дизайн интерьеров; Детская мебель; Перегородки; Стеновые панели; Мебель для ванных комнат; Межкомнатные двери; Мебельная фурнитура; Светопрозрачные конструкции,"улица Чичерина, 22",21 секция; 2 этаж,454100,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,26,83517957422,83517259646 (единая справочная: пн-вс 9:00-20:00),89000928868 (единая справочная: пн-вс 9:00-20:00),,,,,,,https://vk.com/premiermebel74,https://wa.me/79127939646,,,viber://chat/?number=79127939646,,,https://t.me/premier_mebel,,,,55.184155,61.286462,https://2gis.com/firm/2111590608794738,branch
Престиж,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"улица Дарвина, 18",16 сектор; 2 этаж; вход с ул. Дарвина,454087,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,1.0,1,89507397340,,,,,,,,,,,,,,,,,,,,55.126797,61.368305,https://2gis.com/firm/70000001025734829,branch
Проект-Да,"компания по изготовлению мебели, предметов интерьера и фасадов",Мебель на заказ; Корпусная мебель; Мебель для кухни; Фрезеровка неметаллов; Мебельные фасады,"Сормовская улица, 32а",,454074,Верхний Плановый квартал,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,89124028935,,,,,,,,,https://vk.com/project_da_74,https://wa.me/79124028935,,,viber://chat/?number=79124028935,,,https://t.me/+79124028935,,,,55.193185,61.440632,https://2gis.com/firm/70000001061202134,branch
Производственный цех по изготовлению мебели под заказ,,Мебель на заказ; Корпусная мебель,"улица Сталеваров, 5 к5",,454047,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00,+05:00,4.1,2,89518014433,,,,,,,,,,https://wa.me/79518014433,,,,,,,,,,55.264264,61.405379,https://2gis.com/firm/70000001054929988,branch
Modul,компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель,"Октябрьская улица, 6а",,624070,,,Среднеуральск,Среднеуральск муниципальный округ,Свердловская область,Россия,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,,,89120450326,,,,,,,,,https://vk.com/public216418358,https://wa.me/79120450326,,,viber://chat/?number=79120450326,,,,,,,56.986483,60.460998,https://2gis.com/firm/70000001046893614,branch
Moon,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Домашний текстиль,"Верх-Исетский бульвар, 13",А корпус; 2 этаж,620028,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.0,4,89655025079,,,,,http://t.me/moon_officialru,,,,https://vk.com/moonmebel,https://wa.me/79655025079,,,,,,,,,https://youtube.com/user/moonmebel,56.837981,60.574598,https://2gis.com/firm/70000001034610668,branch
Генезис,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Мичурина, 6",,624286,,,,Малышевский муниципальный округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-16:00,+05:00,,,89002082002,89089048999,,,,,,,,,,,,,,,,,,,57.1116,61.391515,https://2gis.com/firm/70000001041666752,branch
Калипсо,офис,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мягкая мебель,"Лукиных, 3а",201 офис; 2 этаж,620039,Уралмаш м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00 (по предварительной записи),+05:00,5.0,14,89530073153,83432130723,,,,,,,,,https://wa.me/79530073153,,,,,,,,,,56.880889,60.568124,https://2gis.com/firm/1267165677102602,branch
